year,state,type,parameter,Steinkohle (roh),Steinkohle (Briketts),Steinkohle (Koks),Steinkohle (sonstige),Braunkohle (roh),Braunkohle (Briketts),Braunkohle (sonstige),Erdöl,Rohbenzin,Ottokraftstoffe,Dieselkraftstoffe,Flugturbinenkraftstoffe,Heizöl (leicht),Heizöl (schwer),Petrolkoks,Mineralölprodukte (sonstige),Flüssiggas,Raffineriegas,"Kokereigas, Stadtgas","Gichtgas, Konvertergas",Erdgas,Grubengas,"Klärgas, Deponiegas",Wasserkraft,Windkraft,Solarenergie,Biomasse,Biotreibstoff,Abfälle (biogen),EE (sonstige),Strom,Kernenergie,Fernwärme,Abfälle (nicht biogen),andere Energieträger,Insgesamt
2013,BB,input,Heizwerke,0,0,•,,0,0,71.189,0,0,0,0,0,220.809,,0,0,0.287,0,,,•,,0,0,0,0,2913.103,,,0,0,,0,2203.691,0,•
2013,BB,input,Umwandlungseinsatz insgesamt,0,0,10334.657,,356808.648,0,5383.363,459274.473,0,0,0,0,•,,0,137.441,0.287,•,,,•,,1681.808,83.416,26978.941,8179.22,71045.77,,,0,0,,0,10137.288,6.76,1001309.464
2013,BB,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,,,0,128702.643,,0,0,0,128702.643
2013,BB,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,,,0,9319.152,,17285.053,0,0,26604.205
2013,BB,output,Heizwerke,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,,,0,0,,9252.848,0,0,9252.848
2013,BB,output,Umwandlungsausstoß insgesamt,0,0,0,,0,12732.692,24914.168,0,9876.68,100967.77,135509.888,17307.849,•,,0,43788.968,9577.038,•,,,•,,0,0,0,0,11934.89,,,0,195675.466,,26537.901,0,0,708231.027
2013,BB,tender,Energieangebot nach Umwandlungsbilanz,11194.088,0,10197.022,,323.73,2982.432,3984.229,0,10824.088,25058.426,49095.194,4470.246,14083.802,,0,4788.809,2770.883,0,,,70418.706,,0,0,0,450,38978.86,,,1487.2,55685.045,,18274.234,2370.701,0,327437.695
2013,BB,usage,Endenergieverbrauch,11194.088,0,10197.022,,323.73,2365.556,3528.1,0,0,25058.426,49095.194,4470.246,14083.802,,0,4.665,2770.883,0,,,69403.887,,0,0,0,450,38978.86,,,1487.2,55685.045,,18274.234,2370.701,0,309741.638
2014,BB,primary,Primärenergieverbrauch im Inland,11842.29,0,19118.797,,348013.356,-9927.381,-16236.787,502982.907,424.028,-91610.06,-100036.496,-16532.57,-43629.385,,0,-50081.074,-9199.636,0,,,96907.507,,1814.927,77.015,28662.617,10052.629,96167.562,,,1586.681,-115714.791,,-546.678,13080.761,0,677216.218
2014,BB,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,,300061.011,0,689.087,0,0,0,0,0,255.545,,0,0,0,0,,,4331.233,,0,0,0,0,7306.547,,,0,0,,0,5996.762,0,318640.185
2014,BB,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,,14232.93,0,4141.937,0,0,0,0,0,87.231,,0,0,0,0,,,8184.696,,0,0,0,0,6827.068,,,0,0,,0,5612.045,0,39085.907
2014,BB,input,Heizwerke,0,0,•,,0,0,80.246,0,0,0,0,0,304.012,,0,0,0.156,0,,,•,,0,0,0,0,770.011,,,1.181,0,,0,261.234,0,•
2014,BB,input,Umwandlungseinsatz insgesamt,0,0,9583.866,,347652.801,0,4911.27,502982.907,0,0,0,0,•,,0,136.44,0.156,•,,,•,,1599.995,77.015,28662.617,9566.629,77536.126,,,1.181,0,,0,•,0,1046053.003
2014,BB,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,,,0,125013.441,,0,0,0,125013.441
2014,BB,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,,,0,10023.816,,20234.257,0,0,30258.073
2014,BB,output,Heizwerke,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,,,0,0,,5941.987,0,0,5941.987
2014,BB,output,Umwandlungsausstoß insgesamt,0,0,0,,0,12141.018,25113.727,0,11190.08,117015.076,150277.284,21172.946,•,,0,50220.382,11730.761,•,,,•,,0,0,0,0,12915.876,,,0,195670.053,,26176.244,0,0,746189.792
2014,BB,tender,Energieangebot nach Umwandlungsbilanz,11842.29,0,9534.931,,360.555,2211.604,3965.671,0,11614.108,25405.015,50240.787,4640.376,11638.872,,0,2.868,2530.969,183.917,,,67408.661,,0,0,0,486,31547.312,,,1585.5,58640.497,,16390.607,1112.039,0,311342.578
2014,BB,usage,Endenergieverbrauch,11842.29,0,9534.931,,360.555,1745.328,3524.321,0,0,25405.015,50240.787,4640.376,11638.872,,0,2.868,2530.969,0,,,66409.229,,0,0,0,486,31547.312,,,1585.5,58640.497,,17645.849,1112.039,0,298892.738
2012,HB,primary,Primärenergieverbrauch im Inland,60751.398612,0,35707.833,,53.813656,,1151.40519,,,5573.504,11814,1651.6035504,5741.21838612809,412.615,0,938.01901020152,244.493421170593,,,0.0,27359.0102424384,,310.273694496,85.1436,922.2946956,108.113526,6855.34826679447,,,45.4373233034125,-6487.26974282592,,0,5418.9936,172.9116,158830.160631707
2012,HB,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),44136.41,0,0,,0,,0,,,0,0,0,55.89082562,178.9725,0,0,0,,,7743.2831604,1002.3977,,0,0,0,0,2022.4796,,,0,0,,0,1994.7736,0,57134.20738602
2012,HB,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),4091.8074,0,0,,0,,0,,,0,0,0,76.6104,0,0,0,0,,,0.0,384.255679584211,,0,0,0,0,3104.99158353158,,,0,0,,0,2804.10525,0,10461.7703131158
2012,HB,input,Heizwerke,743.698700000003,0,0,,0,,0,,,0,0,0,76.24253879,0,0,0,0,,,0.0,824.734355431579,,0,0,0,0,631.68775,,,0,0,,0,620.11475,0,2896.47809422158
2012,HB,input,Umwandlungseinsatz insgesamt,48971.9161,0,14495.167278,,0,,0,,,0,0,0,210.73476441,178.9725,0,81.2177809038462,0,,,7743.2831604,3506.75459598219,,256.803694496,85.1436,922.2946956,72.113526,5852.13804312062,,,0,0,,0,5418.9936,172.9116,87968.4449389127
2012,HB,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,,0,,0,,,0,0,0,0,0,0,0,0,,,0.0,0,,0,0,0,0,0,,,0,24116.0796,,0,0,0,24116.0796
2012,HB,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,,0,,0,,,0,0,0,0,0,0,0,0,,,0.0,0,,0,0,0,0,0,,,0,1490.6088,,3510.2844,0,0,5000.8932
2012,HB,output,Heizwerke,0,0,0,,0,,0,,,0,0,0,0,0,0,0,0,,,0.0,0,,0,0,0,0,0,,,0,0,,2279.49696,0,0,2279.49696
2012,HB,output,Umwandlungsausstoß insgesamt,0,0,0,,0,,0,,,0,0,0,0,0,0,81.2177809038462,0,,,14495.167278,0,,0,0,0,0,0,,,0,27588.9654648,,5819.05656,0,0,47984.4070837039
2012,HB,tender,Energieangebot nach Umwandlungsbilanz,11779.482512,0,21212.665722,,53.813656,,1151.40519,,,5573.504,11814,1651.6035504,5516.00507272809,233.6425,0,938.01901020152,244.493421170593,,,5780.2810032,23852.2556464563,,0,0,0,36,1003.21022367385,,,45.4373233034125,17443.5914484,,4356.81448385457,0,0,112686.224763388
2012,HB,usage,Endenergieverbrauch,11779.482512,0,21212.665722,,53.813656,,1147.6241,,,5573.504,11814,1651.6035504,5516.00507272809,233.6425,0,0,244.493421170593,,,5780.2810032,23851.0701751263,,0,0,0,36,1003.21022367385,,,45.4373233034125,17443.5914484,,4356.81448385457,0,0,111743.239191857
2013,HB,primary,Primärenergieverbrauch im Inland,58632.1241950123,0,30394.84009,,53.606449,,4347.29761,,,5288.94805602095,10832.1522187944,1814.33161568,6055.30153367779,248.5046,0,779.300538269664,267.898463509001,,,0.0,30386.7238053888,,323.195376685904,151.2324,940.1714208,127.6299648,7699.28986712429,,,53.6240715886255,-6767.95944498642,,0,6315.46185,165.1644,158108.839081365
2013,HB,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),43570.9832958684,0,0,,0,,0,,,0,0,0,58.7202,194.6266,0,0,0,,,9414.7817652,491.633302007709,,0,0,0,0,2550.1724,,,0,0,,0,2528.7934,0,58809.7109630762
2013,HB,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),2803.7489091438,0,0,,0,,0,,,0,0,0,69.2907,0,0,0,0,,,0.0,336.026204894339,,0,0,0,0,3327.56425,,,0,0,,0,3035.66225,0,9572.29231403814
2013,HB,input,Heizwerke,0,0,0,,0,,0,,,0,0,0,39.8241,0,0,0,0,,,0.0,1008.87017074435,,0,0,0,0,777.0432,,,0,0,,0,751.0062,0,2576.74367074435
2013,HB,input,Umwandlungseinsatz insgesamt,46374.7322050122,0,16397.8081236,,0,,0,,,0,0,0,170.784,194.6266,0,87.5470671538462,0,,,9414.7817652,3598.64473207352,,265.75484643248,151.2324,940.1714208,91.6299648,6755.5131239726,,,0,0,,0,6315.46185,165.1644,90923.8524990447
2013,HB,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,,0,,0,,,0,0,0,0,0,0,0,0,,,0.0,0,,0,0,0,0,0,,,0,24129.5989172869,,0,0,0,24129.5989172869
2013,HB,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,,0,,0,,,0,0,0,0,0,0,0,0,,,0.0,0,,0,0,0,0,0,,,0,1740.41338927311,,3889.915866,0,0,5630.32925527311
2013,HB,output,Heizwerke,0,0,0,,0,,0,,,0,0,0,0,0,0,0,0,,,0.0,0,,0,0,0,0,0,,,0,0,,2094.27498,0,0,2094.27498
2013,HB,output,Umwandlungsausstoß insgesamt,0,0,0,,0,,0,,,0,0,0,0,0,0,87.5470671538462,0,,,16397.8081236,0,,0,0,0,0,0,,,0,28054.27963656,,6017.231646,0,0,50556.8664733138
2013,HB,tender,Energieangebot nach Umwandlungsbilanz,12257.39199,0,13997.0319664,,53.606449,,4347.29761,,,5288.94805602095,10832.1522187944,1814.33161568,5872.28571367779,53.878,0,779.300538269664,267.898463509001,,,6337.577286,26786.4760033153,,0,0,0,36,943.776743151689,,,53.6240715886255,17946.7493144727,,4747.21142485705,0,0,112415.537464737
2013,HB,usage,Endenergieverbrauch,12257.39199,0,13997.0319664,,53.606449,,4347.29761,,,5288.94805602095,10832.1522187944,1814.33161568,5872.28571367779,53.878,0,0,267.898463509001,,,6337.577286,26785.4819833153,,0,0,0,36,943.776743151689,,,53.6240715886255,17946.7493144727,,4747.21142485705,0,0,111635.242906468
2014,HB,primary,Primärenergieverbrauch im Inland,50690.233904,0,37862.52057,,28.8558,,3346.03211,,,5440.08125052199,11680.3518561835,1876.95534304,5015.0183308217,213.49684,0,779.280810141005,238.319921648471,,,0.0,29679.6646730744,,300.18697562016,143.496,1043.002116,153.972610126662,9648.30969750979,,,58.6005983859373,-3782.27753744832,,0,7031.128045,77.16074,161524.390654625
2014,HB,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),32230.81708,0,0,,0,,0,,,0,0,0,23.71897,156.34034,0,0,0,,,10662.68518,414.83157,,0,0,0,0,3826.9754,,,0,0,,0,3822.5957,0,51137.96424
2014,HB,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),3436.92289,0,0,,0,,0,,,0,0,0,25.5451,0,0,0,0,,,0.0,314.805992058022,,0,0,0,0,1602.39992073386,,,0,0,,0,1213.01315,0,6592.68705279188
2014,HB,input,Heizwerke,1094.21641,0,0,,0,,0,,,0,0,0,27.45953,0,0,0,0,,,0.0,761.426004974778,,0,0,0,0,2162.14161050374,,,0,0,,0,1995.519195,0,6040.76275047851
2014,HB,input,Umwandlungseinsatz insgesamt,36761.95638,0,16882.467588,,0,,0,,,0,0,0,79.1486,156.34034,0,87.5448508846154,0,,,10662.68518,3155.65434155602,,293.983235678664,143.496,1043.002116,103.11084,7695.40074767595,,,0,0,,0,7031.128045,77.16074,84173.0790047953
2014,HB,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,,0,,0,,,0,0,0,0,0,0,0,0,,,0.0,0,,0,0,0,0,0,,,0,21671.2362108855,,0,0,0,21671.2362108855
2014,HB,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,,0,,0,,,0,0,0,0,0,0,0,0,,,0.0,0,,0,0,0,0,0,,,0,1063.4361971145,,1906.354044,0,0,2969.7902411145
2014,HB,output,Heizwerke,0,0,0,,0,,0,,,0,0,0,0,0,0,0,0,,,0.0,0,,0,0,0,0,0,,,0,0,,3613.188456,0,0,3613.188456
2014,HB,output,Umwandlungsausstoß insgesamt,0,0,0,,0,,0,,,0,0,0,0,0,0,87.5448508846154,0,,,16882.467588,0,,0,0,0,0,0,,,0,24892.3377756,,5570.2701,0,0,47432.6203144846
2014,HB,tender,Energieangebot nach Umwandlungsbilanz,13928.277524,0,20980.052982,,28.8558,,3346.03211,,,5440.08125052199,11680.3518561835,1876.95534304,4925.51861082169,57.1565,0,779.280810141005,238.319921648471,,,5425.4621828,26521.3750615184,,0,0,0,50.8617701266617,1952.90894983384,,,58.6005983859373,18223.75072872,,4167.78662566902,0,0,119681.628625411
2014,HB,usage,Endenergieverbrauch,13928.277524,0,20980.052982,,28.8558,,3346.03211,,,5440.08125052199,11680.3518561835,1876.95534304,4925.51861082169,57.1565,0,0,238.319921648471,,,5425.4621828,26520.5516015184,,0,0,0,50.8617701266617,1952.90894983384,,,58.6005983859373,18223.75072872,,4167.78662566902,0,0,118901.52435527
2012,HH,primary,Primärenergieverbrauch im Inland,12140.013512,531.19056,138.666,,,69.80545,319.295214,461253.636557671,-5083.42831465023,-85487.5505577242,-103597.470109288,8820.18836159915,-49642.9063598652,-54092.9852290905,1948.547168,-64069.204106423,-6854.83714607622,0,,,63513.6477376449,,782.456465616438,1.662336,293.81382,184.367664,9942.57761244377,,,293.110785750176,40071.7245136323,0.0,5363.93268,5373.043,,242213.297615241
2012,HH,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),3036.277,0,0,,,0,0,0,0,0,0,0,14.106,0,0,0,0,0,,,342.544,,0,0,0,0,2162.617725,,,0,0,0.0,238.43,85.438725,,5879.41345
2012,HH,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),8858.329,0,0,,,0,0,0,0,0,0,0,63.013,0,0,0,0,0,,,4508.26154713434,,0,0,0,0,2622.749955,,,0,0,0.0,1902.004,2206.671775,,20161.0292771343
2012,HH,input,Heizwerke,100.69,0,0,,,0,0,0,0,0,0,0,72.718,0,0,0,0,0,,,2995.557,,0,0,0,0,2073.7375,,,0,0,0.0,295.301,3080.9325,,8618.936
2012,HH,input,Umwandlungseinsatz insgesamt,11995.296,0,0,,,0,0,461253.636557671,0,0,0,0,405.4308722,0,0,11236.4172137035,894.165,0,,,10371.3769625035,,664.993635616438,1.662336,293.81382,76.367664,7019.97813467314,,,0,0,0.0,2435.735,5373.043,,512021.916196368
2012,HH,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,0,2636.037648,0.0,0,0,,2636.037648
2012,HH,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,0,3800.316132,0.0,11134.347644,0,,14934.663776
2012,HH,output,Heizwerke,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,0,0,0.0,9008.304372,0,,9008.304372
2012,HH,output,Umwandlungsausstoß insgesamt,0,0,0,,,0,0,0,5697.60635896424,99046.1458020809,134730.503843784,2360.10381533465,58465.8283522465,56186.2462590905,2344.8648,84928.501502642,9039.56883,18920.00746,,,0,,0,0,0,0,0,,,0,8901.6256224,0.0,20142.652016,0,,500763.654662543
2012,HH,tender,Energieangebot nach Umwandlungsbilanz,144.717512,531.19056,138.666,,,69.80545,319.295214,0,614.178044314011,13558.5952443567,31133.0337344966,11180.2921769338,8206.90587018128,1776.16799,1946.21491,9361.16277251545,505.850783923781,0,,,51268.243308425,,80.67783,0,0,108,2922.59947777063,,,293.110785750176,45216.814712,0.0,16686.98896,0,,196062.511336667
2012,HH,usage,Endenergieverbrauch,116.016962,0,0,,,69.80545,138.89111,0,0,13558.5952443567,31133.0337344966,11180.2921769338,8206.90587018128,0,0,10.3449825154556,505.850783923781,0,,,51180.044848425,,80.67783,0,0,108,2921.67947777063,,,293.110785750176,45216.814712,0.0,16686.98896,0,,181407.052928353
2013,HH,primary,Primärenergieverbrauch im Inland,13215.80383,524.48832,140.08475,,,61.56045,361.536148,375283.923125262,-5067.87759688719,-45623.0872882175,-102110.834358243,8088.37290488304,-49345.4843839947,-37901.7028308439,2756.793496,-41779.9495910757,-7055.46733164853,0,,,68508.280682,,740.405869041096,1.830168,268.664256,197.84502,8272.48258253736,,,314.554960530843,39401.9920195116,0.0,5265.3366252,5228.78094,,239748.332766055
2013,HH,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),3132.396,0,0,,,0,0,0,0,0,0,0,9.933,0,0,0,0,0,,,193.886,,0,0,0,0,863.2307,,,0,0,0.0,257.091,248.12959,,4704.66629
2013,HH,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),9903.142,0,0,,,0,0,0,0,0,0,0,54.215,0,0,0,0,0,,,4573.6472828,,0,0,0,0,2543.1677642,,,0,0,0.0,1457.114,2078.339725,,20609.625772
2013,HH,input,Heizwerke,39.021,0,0,,,0,0,0,0,0,0,0,60.245,0,0,0,0,0,,,2972.774,,0,0,0,0,1810.917625,,,0,20.55,0.0,198.73,2902.311625,,8004.54925
2013,HH,input,Umwandlungseinsatz insgesamt,13074.559,0,0,,,0,0,375283.923125262,0,0,0,0,402.610119,0,0,9173.24080882021,153.16309,0,,,11191.80003165,,648.350989041096,1.830168,268.664256,89.84502,5604.87397830352,,,0,20.55,0.0,1912.935,5228.78094,,423055.126526076
2013,HH,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,0,2517.899436,0.0,0,0,,2517.899436
2013,HH,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,0,4040.811612,0.0,11479.0447236889,0,,15519.8563356889
2013,HH,output,Heizwerke,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,0,0,0.0,8241.291648,0,,8241.291648
2013,HH,output,Umwandlungsausstoß insgesamt,0,0,0,,,0,0,0,5697.60635896424,59404.3406463036,134730.503843784,2362.57624832128,58468.5590604669,39991.3666608439,1357.327128,59655.8326694247,7743.13269708965,15333.02956,,,0,,0,0,0,0,0,,,0,8793.937224,0.0,19720.3363716889,0,,413258.548468888
2013,HH,tender,Energieangebot nach Umwandlungsbilanz,141.24483,524.48832,140.08475,,,61.56045,361.536148,0,629.728762077052,13781.2533580861,32618.8982871677,10450.9491532043,8703.95492747218,1851.18444,2836.60852,8413.22282952882,534.502275441126,0,,,52344.8505449483,,63.70888,0,0,108,2667.5637913728,,,314.554960530843,44800.611627,0.0,17013.1895788889,0,,198361.696433718
2013,HH,usage,Endenergieverbrauch,122.55334,0,0,,,61.56045,143.86423,0,0,13781.2533580861,32618.8982871677,10450.9491532043,8703.95492747218,0,0,7.87254952882011,534.502275441126,0,,,47306.9246949483,,63.70888,0,0,108,2667.5637913728,,,314.554960530843,44800.611627,0.0,17013.1895788889,0,,178699.962103641
2014,HH,primary,Primärenergieverbrauch im Inland,28227.380798,589.20192,188.30127,,,37.43825,401.449028,367338.5603682,-6874.6165099327,-40942.8859925372,-69231.0781384102,9079.9344390347,-41869.9652138016,-42274.8195600674,2775.129874,-75735.9509272494,-6800.13608584167,0,,,61859.9541082972,,766.863105068493,1.317348,301.719564,207.265068,9609.96827866346,,,339.145617494584,33475.5876701696,0.0,5265.3366252,5325.441875,,242060.542779288
2014,HH,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),18505.341,0,0,,,0,0,0,0,0,0,0,584.15351,0,0,0,0,0,,,384.16,,0,0,0,0,2005.869735,,,0,0,0.0,219.722,390.088735,,22089.33498
2014,HH,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),9610.144,0,0,,,0,0,0,0,0,0,0,18.8715,0,0,0,0,0,,,2326.847682,,0,0,0,0,2904.5303698,,,0,0,0.0,1650.753,2239.789695,,18750.9362468
2014,HH,input,Heizwerke,21.917,0,0,,,0,0,0,0,0,0,0,560.07554,0,0,0,0,0,,,2475.215,,0,0,0,0,1527.800445,,,0,1.818,0.0,213.427,2695.563445,,7495.81643
2014,HH,input,Umwandlungseinsatz insgesamt,28137.402,0,0,,,0,0,367338.5603682,0,0,0,0,1240.818662,0,0,8992.29805016114,2.1022,0,,,8681.90971091724,,669.401715068493,1.317348,301.719564,99.265068,6905.69512715391,,,0,1.818,0.0,2178.56976,5325.441875,,429876.319448501
2014,HH,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,0,8776.958364,0.0,0,0,,8776.958364
2014,HH,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,0,3449.271852,0.0,9715.7536908,0,,13165.0255428
2014,HH,output,Heizwerke,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,0,0,0.0,7325.974368,0,,7325.974368
2014,HH,output,Umwandlungsausstoß insgesamt,0,0,0,,,0,0,0,7538.65357228113,54663.8715085291,102331.671439983,2079.87896858338,50529.7257023837,44502.5354000674,1180.739532,92901.8140185689,7282.83843,16057.20763,,,0,,0,0,0,0,0,,,0,14783.682888,0.0,17041.7280588,0,,410894.347149197
2014,HH,tender,Energieangebot nach Umwandlungsbilanz,89.978798,589.20192,188.30127,,,37.43825,401.449028,0,664.037062348434,13720.9855159919,33100.1951925933,11159.8134076181,7412.2196365821,2044.0719,2782.77271,7962.10652115841,480.069304158326,0,,,45832.6372509953,,77.71839,0,0,108,2704.24906443014,,,339.145617494584,44701.6516808,0.0,14402.1655,0,,188798.208020171
2014,HH,usage,Endenergieverbrauch,87.798438,0,0,,,37.43825,145.60871,0,0,13720.9855159919,33100.1951925933,11159.8134076181,7412.0356565821,0,0,4.96927115840869,480.069304158326,0,,,40209.0185309953,,77.71839,0,0,108,2704.24906443014,,,339.145617494584,44701.6516808,0.0,14402.1655,0,,168690.862529822
2012,HE,primary,Primärenergieverbrauch im Inland,54303.603,3263.162,0,,1026.597,868.271,3434.425,,2244,65479.968,107194.082,172441.2,66365.973,192.758,1403.058,1422.143,5308.885,,,,201437.421,,1698.485,1148.18,3701.145,6161.684,56642.251,,,1826.957,82056.1104,,0,13151.437,,852771.7954
2012,HE,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),36661.463,0,0,,16.199,0,0,,0,0,3.89,0,59.502,0,0,118.555,0,,,,4862.314,,161.613,0,0,0,3287.587,,,0,0,,0,1267.15,,46438.273
2012,HE,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),16460.077,0,0,,1005.691,0,119.247,,0,0,0,0,130.214,0,0,2.286,0,,,,32294.426,,181.101,0,0,0,8334.881,,,0,0,,0,5850.875,,64378.798
2012,HE,input,Heizwerke,528.284,0,0,,4.707,56.009,88.141,,0,0,0,0,431.64,0,5.908,1.039,0,,,,7070.499,,0.028,0,0,0,3504.242,,,0,0,,0,3260.003,,14950.5
2012,HE,input,Umwandlungseinsatz insgesamt,53649.824,0,0,,1026.597,56.009,207.388,,0,0,3.89,0,1896.427,0,5.908,807.269,0,,,,53595.288,,1493.586,1148.18,3701.145,4541.684,25529.838,,,0,4099.3092,,0,11261.913,,163024.2552
2012,HE,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,0,0,0,,,0,19669.7736,,0,0,,19669.7736
2012,HE,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,0,0,0,,,0,17045.1324,,29331,0,,46376.1324
2012,HE,output,Heizwerke,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,0,0,0,,,0,0,,9140.58,0,,9140.58
2012,HE,output,Umwandlungsausstoß insgesamt,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,0,0,0,,,0,58570.2612,,38471.58,0,,97041.8412
2012,HE,tender,Energieangebot nach Umwandlungsbilanz,653.779,3263.162,0,,0,812.262,3227.037,,2244,65479.968,107190.192,172441.2,64465.97,192.758,1397.15,614.874,5308.565,,,,146411.742,,0,0,0,1620,31107.214,,,1826.957,131833.5192,,35366.54,1889.524,,777346.4132
2012,HE,usage,Endenergieverbrauch,435.167,3157.959,0,,0,812.262,1922.419,,0,65479.968,107190.192,172441.2,64465.97,192.758,423.381,610.979,5304.627,,,,145364.086,,0,0,0,1620,31107.214,,,1826.957,131833.5192,,35366.578,1889.258,,771444.4942
2013,HE,primary,Primärenergieverbrauch im Inland,45854.728521,3079.76873,0,,952.754,909.227514,3358.365451,,2343.5109884114,65674.9569349547,111799.897220999,174218.874636441,70828.3319701174,87.99185,1267.92739,1387.79519023145,5241.21878944456,,,,201759.07626,,1592.14043,1411.688664,4412.007144,6637.851216,57901.90542,,,2008.73705697165,85087.6895929716,,0,11528.7952,,859345.240170543
2013,HE,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),26018.8912,0,0,,8.31936,0.14976,2.385,,0,0,1.01893985,0,90.52339,0,0.0333,8.24,0,,,,3189.49819,,152.41224,0,0,0,3644.72964,,,0,0,,0,1521.7213,,34637.92231985
2013,HE,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),18275.9632,0,0,,616.96155,68.608,647.909,,0,0,0,0,86.69771,0,5.923,0.567,0,,,,27336.83199,,169.41364,0,0,0,8878.08934,,,0,0,,0,6169.829065,,62256.793495
2013,HE,input,Heizwerke,643.929,0,0,,327.47309,15.79424,147.588,,0,0,0,0,306.38815,0,12.9537,0.224,0,,,,6526.4012,,0.11825,0,0,0,1460.57428,,,0,0,,0,1032.565765,,10474.009675
2013,HE,input,Umwandlungseinsatz insgesamt,44938.7834,0,0,,952.754,84.552,797.882,,0,0,1.01893985,0,866.87516,0,18.91,661.560525198212,0,,,,46997.51833,,1383.12843,1411.688664,4412.007144,5017.851216,24891.66136,,,0,2714.5224,,0,9533.47072,,144684.184289048
2013,HE,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,0,0,0,,,0,15944.038092,,0,0,,15944.038092
