gid,geom
1129081,"MULTIPOLYGON (((10.04566714653392 49.18999020664229, 10.04588904896113 49.40999015905509, 10.38240509661252 49.40931659841529, 10.38055596592662 49.18931990303368, 10.04566714653392 49.18999020664229)))"
1129082,"MULTIPOLYGON (((10.04588904896113 49.40999015905508, 10.04611294924669 49.62999011103943, 10.38427087496562 49.62931326404527, 10.38240509661252 49.40931659841529, 10.04588904896113 49.40999015905508)))"
1129083,"MULTIPOLYGON (((10.04611294924669 49.62999011103945, 10.0463388811858 49.84999006258808, 10.38615358258241 49.8493098994204, 10.38427087496562 49.62931326404528, 10.04611294924669 49.62999011103945)))"
1129084,"MULTIPOLYGON (((10.0463388811858 49.84999006258808, 10.04656687931073 50.06999001369363, 10.3880535072 50.06930650402642, 10.38615358258241 49.8493098994204, 10.0463388811858 49.84999006258808)))"
1129085,"MULTIPOLYGON (((10.04656687931073 50.06999001369363, 10.04679697891109 50.2899899643485, 10.38997094286701 50.28930307733784, 10.3880535072 50.06930650402642, 10.04656687931073 50.06999001369363)))"
1129086,"MULTIPOLYGON (((10.04679697891109 50.2899899643485, 10.04702921605529 50.50998991454498, 10.39190619011977 50.50929961881756, 10.38997094286701 50.28930307733785, 10.04679697891109 50.2899899643485)))"
1129087,"MULTIPOLYGON (((10.04702921605529 50.50998991454498, 10.047263627612 50.72998986427513, 10.39385955616427 50.72929612791654, 10.39190619011977 50.50929961881756, 10.04702921605529 50.50998991454498)))"
1129088,"MULTIPOLYGON (((10.047263627612 50.72998986427513, 10.04750025127335 50.94998981353091, 10.39583135506459 50.94929260407352, 10.39385955616427 50.72929612791654, 10.047263627612 50.72998986427513)))"
1129089,"MULTIPOLYGON (((10.04750025127335 50.94998981353091, 10.04773912557763 51.16998976230401, 10.39782190793744 51.16928904671462, 10.39583135506459 50.94929260407352, 10.04750025127335 50.94998981353091)))"
1129090,"MULTIPOLYGON (((10.04773912557763 51.16998976230401, 10.04798028993385 51.38998971058601, 10.39983154315363 51.38928545525297, 10.39782190793744 51.16928904671462, 10.04773912557763 51.16998976230401)))"
1129091,"MULTIPOLYGON (((10.04798028993385 51.38998971058601, 10.04822378464665 51.60998965836826, 10.4018605965463 51.60928182908839, 10.39983154315363 51.38928545525297, 10.04798028993385 51.38998971058601)))"
1129092,"MULTIPOLYGON (((10.04822378464665 51.60998965836826, 10.04846965094225 51.82998960564192, 10.40390941162615 51.82927816760698, 10.4018605965463 51.60928182908839, 10.04822378464665 51.60998965836826)))"
1129093,"MULTIPOLYGON (((10.04846965094225 51.82998960564192, 10.04871793099499 52.04998955239792, 10.40597833980461 52.04927447018073, 10.40390941162615 51.82927816760698, 10.04846965094225 51.82998960564192)))"
1129094,"MULTIPOLYGON (((10.04871793099499 52.04998955239792, 10.04896866795508 52.26998949862705, 10.40806774062457 52.26927073616703, 10.40597833980461 52.04927447018073, 10.04871793099499 52.04998955239792)))"
1129095,"MULTIPOLYGON (((10.04896866795508 52.26998949862705, 10.04922190597757 52.48998944431981, 10.41017798199911 52.48926696490841, 10.40806774062457 52.26927073616703, 10.04896866795508 52.26998949862705)))"
1129096,"MULTIPOLYGON (((10.04922190597757 52.48998944431982, 10.04947769025158 52.70998938946651, 10.41230944045872 52.70926315573195, 10.41017798199911 52.48926696490842, 10.04922190597757 52.48998944431982)))"
1129097,"MULTIPOLYGON (((10.04947769025158 52.70998938946651, 10.04973606703134 52.92998933405726, 10.41446250140756 52.92925930794887, 10.41230944045872 52.70926315573195, 10.04947769025158 52.70998938946651)))"
1129098,"MULTIPOLYGON (((10.04973606703134 52.92998933405726, 10.04999708366792 53.14998927808186, 10.41663755938864 53.14925542085403, 10.41446250140756 52.92925930794887, 10.04973606703134 52.92998933405726)))"
1129099,"MULTIPOLYGON (((10.04999708366792 53.14998927808186, 10.05026078864234 53.36998922152996, 10.41883501835863 53.36925149372552, 10.41663755938864 53.14925542085403, 10.04999708366792 53.14998927808186)))"
1129100,"MULTIPOLYGON (((10.05026078864234 53.36998922152994, 10.05052723159945 53.58998916439087, 10.42105529197267 53.58924752582409, 10.41883501835863 53.36925149372551, 10.05026078864234 53.36998922152994)))"
1129101,"MULTIPOLYGON (((10.05052723159945 53.58998916439087, 10.05079646338364 53.80998910665371, 10.42329880387943 53.80924351639258, 10.42105529197267 53.58924752582409, 10.05052723159945 53.58998916439087)))"
1129102,"MULTIPOLYGON (((10.05079646338364 53.80998910665371, 10.05106853607565 54.02998904830731, 10.42556598802717 54.02923946465545, 10.42329880387943 53.80924351639258, 10.05079646338364 53.80998910665371)))"
1129103,"MULTIPOLYGON (((10.05106853607565 54.02998904830731, 10.05134350303024 54.2499889893402, 10.427857288981 54.24923536981823, 10.42556598802717 54.02923946465545, 10.05106853607565 54.02998904830731)))"
1129104,"MULTIPOLYGON (((10.05134350303024 54.2499889893402, 10.05162141891605 54.46998892974072, 10.43017316225203 54.46923123106685, 10.427857288981 54.24923536981823, 10.05134350303024 54.2499889893402)))"
1129105,"MULTIPOLYGON (((10.05162141891605 54.46998892974072, 10.05190233975644 54.68998886949682, 10.43251407463836 54.68922704756703, 10.43017316225203 54.46923123106685, 10.05162141891605 54.46998892974072)))"
1129106,"MULTIPOLYGON (((10.05190233975644 54.68998886949682, 10.05218632297202 54.90998880859615, 10.43488050457974 54.90922281846375, 10.43251407463836 54.68922704756703, 10.05190233975644 54.68998886949682)))"
1130072,"MULTIPOLYGON (((10.36461930745766 47.2093483837454, 10.36633034541335 47.42934532591703, 10.68868569256081 47.42768616539737, 10.68546916861801 47.20769697232672, 10.36461930745766 47.2093483837454)))"
1130073,"MULTIPOLYGON (((10.36633034541335 47.42934532591703, 10.36805574743326 47.64934224241816, 10.69192921650013 47.64767526775073, 10.68868569256081 47.42768616539737, 10.36633034541335 47.42934532591703)))"
1130074,"MULTIPOLYGON (((10.36805574743326 47.64934224241816, 10.36979574667818 47.86933913283215, 10.69520017866775 47.86766427791439, 10.69192921650013 47.64767526775073, 10.36805574743326 47.64934224241816)))"
1130075,"MULTIPOLYGON (((10.36979574667818 47.86933913283215, 10.37155058113901 48.08933599673365, 10.69849902637256 48.08765319438534, 10.69520017866775 47.86766427791439, 10.36979574667818 47.86933913283215)))"
1130076,"MULTIPOLYGON (((10.37155058113901 48.08933599673365, 10.37332049376462 48.30933283368847, 10.70182621624105 48.30764201562936, 10.69849902637256 48.08765319438534, 10.37155058113901 48.08933599673365)))"
1130077,"MULTIPOLYGON (((10.37332049376462 48.30933283368847, 10.37510573259366 48.52932964325331, 10.70518221446497 48.52763074008001, 10.70182621624105 48.30764201562936, 10.37332049376462 48.30933283368847)))"
1130078,"MULTIPOLYGON (((10.37510573259366 48.52932964325331, 10.37690655089089 48.74932642497559, 10.70856749705714 48.74761936613793, 10.70518221446497 48.52763074008001, 10.37510573259366 48.52932964325331)))"
1130079,"MULTIPOLYGON (((10.37690655089089 48.74932642497559, 10.37872320728751 48.96932317839307, 10.71198255011587 48.9676078921698, 10.70856749705714 48.74761936613793, 10.37690655089089 48.74932642497559)))"
1130080,"MULTIPOLYGON (((10.37872320728751 48.96932317839307, 10.38055596592662 49.18931990303368, 10.71542787009719 49.18759631650753, 10.71198255011587 48.9676078921698, 10.37872320728751 48.96932317839307)))"
1130081,"MULTIPOLYGON (((10.38055596592662 49.18931990303368, 10.38240509661252 49.40931659841529, 10.71890396409649 49.40758463744732, 10.71542787009719 49.18759631650753, 10.38055596592662 49.18931990303368)))"
1130082,"MULTIPOLYGON (((10.38240509661252 49.40931659841529, 10.38427087496562 49.62931326404527, 10.72241135013904 49.62757285324855, 10.71890396409649 49.40758463744732, 10.38240509661252 49.40931659841529)))"
1130083,"MULTIPOLYGON (((10.38427087496562 49.62931326404528, 10.38615358258241 49.8493098994204, 10.72595055748025 49.84756096213292, 10.72241135013904 49.62757285324855, 10.38427087496562 49.62931326404528)))"
1130084,"MULTIPOLYGON (((10.38615358258241 49.8493098994204, 10.3880535072 50.06930650402642, 10.72952212691577 50.06754896228337, 10.72595055748025 49.84756096213292, 10.38615358258241 49.8493098994204)))"
1130085,"MULTIPOLYGON (((10.3880535072 50.06930650402642, 10.38997094286701 50.28930307733784, 10.73312661110185 50.28753685184296, 10.72952212691577 50.06754896228337, 10.3880535072 50.06930650402642)))"
1130086,"MULTIPOLYGON (((10.38997094286701 50.28930307733785, 10.39190619011977 50.50929961881756, 10.73676457488637 50.50752462891379, 10.73312661110185 50.28753685184296, 10.38997094286701 50.28930307733785)))"
1130087,"MULTIPOLYGON (((10.39190619011977 50.50929961881756, 10.39385955616427 50.72929612791654, 10.74043659565124 50.72751229155582, 10.73676457488637 50.50752462891379, 10.39190619011977 50.50929961881756)))"
1130088,"MULTIPOLYGON (((10.39385955616427 50.72929612791654, 10.39583135506459 50.94929260407352, 10.7441432636659 50.94749983778578, 10.74043659565124 50.72751229155582, 10.39385955616427 50.72929612791654)))"
1130089,"MULTIPOLYGON (((10.39583135506459 50.94929260407352, 10.39782190793744 51.16928904671462, 10.74788518245341 51.16748726557577, 10.7441432636659 50.94749983778578, 10.39583135506459 50.94929260407352)))"
1130090,"MULTIPOLYGON (((10.39782190793744 51.16928904671462, 10.39983154315363 51.38928545525297, 10.7516629691684 51.38747457285215, 10.74788518245341 51.16748726557577, 10.39782190793744 51.16928904671462)))"
1130091,"MULTIPOLYGON (((10.39983154315363 51.38928545525297, 10.4018605965463 51.60928182908839, 10.75547725498864 51.60746175749414, 10.7516629691684 51.38747457285215, 10.39983154315363 51.38928545525297)))"
1130092,"MULTIPOLYGON (((10.4018605965463 51.60928182908839, 10.40390941162615 51.82927816760698, 10.75932868551956 51.82744881733247, 10.75547725498864 51.60746175749414, 10.4018605965463 51.60928182908839)))"
1130093,"MULTIPOLYGON (((10.40390941162615 51.82927816760698, 10.40597833980461 52.04927447018073, 10.76321792121336 52.04743575014803, 10.75932868551956 51.82744881733247, 10.40390941162615 51.82927816760698)))"
1130094,"MULTIPOLYGON (((10.40597833980461 52.04927447018073, 10.40806774062457 52.26927073616703, 10.7671456378023 52.2674225536703, 10.76321792121336 52.04743575014803, 10.40597833980461 52.04927447018073)))"
1130095,"MULTIPOLYGON (((10.40806774062457 52.26927073616703, 10.41017798199911 52.48926696490841, 10.77111252674755 52.48740922557593, 10.7671456378023 52.2674225536703, 10.40806774062457 52.26927073616703)))"
1130096,"MULTIPOLYGON (((10.41017798199911 52.48926696490842, 10.41230944045872 52.70926315573195, 10.77511929570392 52.70739576348718, 10.77111252674755 52.48740922557594, 10.41017798199911 52.48926696490842)))"
1130097,"MULTIPOLYGON (((10.41230944045872 52.70926315573195, 10.41446250140756 52.92925930794887, 10.77916666900064 52.92738216497029, 10.77511929570392 52.70739576348718, 10.41230944045872 52.70926315573195)))"
1130098,"MULTIPOLYGON (((10.41446250140756 52.92925930794887, 10.41663755938864 53.14925542085403, 10.78325538814008 53.14736842753371, 10.77916666900064 52.92738216497029, 10.41446250140756 52.92925930794887)))"
1130099,"MULTIPOLYGON (((10.41663755938864 53.14925542085403, 10.41883501835863 53.36925149372552, 10.78738621231401 53.36735454862654, 10.78325538814008 53.14736842753371, 10.41663755938864 53.14925542085403)))"
1130100,"MULTIPOLYGON (((10.41883501835863 53.36925149372551, 10.42105529197267 53.58924752582409, 10.7915599189385 53.58734052563662, 10.78738621231401 53.36735454862653, 10.41883501835863 53.36925149372551)))"
1130101,"MULTIPOLYGON (((10.42105529197267 53.58924752582409, 10.42329880387943 53.80924351639258, 10.79577730420853 53.80732635588866, 10.7915599189385 53.58734052563662, 10.42105529197267 53.58924752582409)))"
1130102,"MULTIPOLYGON (((10.42329880387943 53.80924351639258, 10.42556598802717 54.02923946465545, 10.80003918367285 54.02731203664239, 10.79577730420853 53.80732635588866, 10.42329880387943 53.80924351639258)))"
1130103,"MULTIPOLYGON (((10.42556598802717 54.02923946465545, 10.427857288981 54.24923536981823, 10.80434639282986 54.24729756509042, 10.80003918367285 54.02731203664239, 10.42556598802717 54.02923946465545)))"
1130104,"MULTIPOLYGON (((10.427857288981 54.24923536981823, 10.43017316225203 54.46923123106685, 10.80869978774625 54.46728293835636, 10.80434639282986 54.24729756509042, 10.427857288981 54.24923536981823)))"
1130105,"MULTIPOLYGON (((10.43017316225203 54.46923123106685, 10.43251407463836 54.68922704756703, 10.81310024569789 54.68726815349244, 10.80869978774625 54.46728293835636, 10.43017316225203 54.46923123106685)))"
1131072,"MULTIPOLYGON (((10.68546916861801 47.20769697232672, 10.68868569256081 47.42768616539737, 11.01101289011435 47.42501321151363, 11.00629129699981 47.2050365011132, 10.68546916861801 47.20769697232672)))"
1131073,"MULTIPOLYGON (((10.68868569256081 47.42768616539737, 10.69192921650013 47.64767526775073, 11.01577411101317 47.64498972643669, 11.01101289011435 47.42501321151362, 10.68868569256081 47.42768616539737)))"
1131074,"MULTIPOLYGON (((10.69192921650013 47.64767526775073, 10.69520017866775 47.86766427791439, 11.02057560279638 47.86496604270994, 11.01577411101317 47.64498972643669, 10.69192921650013 47.64767526775073)))"
1131075,"MULTIPOLYGON (((10.69520017866775 47.86766427791439, 10.69849902637256 48.08765319438534, 11.02541802188242 48.08494215709518, 11.02057560279638 47.86496604270994, 10.69520017866775 47.86766427791439)))"
1131076,"MULTIPOLYGON (((10.69849902637256 48.08765319438534, 10.70182621624105 48.30764201562936, 11.03030203836007 48.30491806628672, 11.02541802188242 48.08494215709517, 10.69849902637256 48.08765319438534)))"
1131077,"MULTIPOLYGON (((10.70182621624105 48.30764201562936, 10.70518221446497 48.52763074008001, 11.03522833635249 48.52489376690973, 11.03030203836007 48.30491806628672, 10.70182621624105 48.30764201562936)))"
1131078,"MULTIPOLYGON (((10.70518221446497 48.52763074008001, 10.70856749705714 48.74761936613793, 11.04019761439225 48.74486925551826, 11.03522833635249 48.52489376690973, 10.70518221446497 48.52763074008001)))"
1131079,"MULTIPOLYGON (((10.70856749705714 48.74761936613793, 10.71198255011587 48.9676078921698, 11.04521058580869 48.96484452859332, 11.04019761439225 48.74486925551826, 10.70856749705714 48.74761936613793)))"
1131080,"MULTIPOLYGON (((10.71198255011587 48.9676078921698, 10.71542787009719 49.18759631650753, 11.05026797912798 49.184819582541, 11.04521058580869 48.96484452859332, 10.71198255011587 48.9676078921698)))"
1131081,"MULTIPOLYGON (((10.71542787009719 49.18759631650753, 10.71890396409649 49.40758463744732, 11.05537053848565 49.40479441369033, 11.05026797912798 49.184819582541, 10.71542787009719 49.18759631650753)))"
1131082,"MULTIPOLYGON (((10.71890396409649 49.40758463744732, 10.72241135013904 49.62757285324855, 11.06051902405316 49.62476901829126, 11.05537053848565 49.40479441369033, 10.71890396409649 49.40758463744732)))"
1131083,"MULTIPOLYGON (((10.72241135013904 49.62757285324855, 10.72595055748025 49.84756096213292, 11.06571421247809 49.84474339251245, 11.06051902405316 49.62476901829127, 10.72241135013904 49.62757285324855)))"
1131084,"MULTIPOLYGON (((10.72595055748025 49.84756096213292, 10.72952212691577 50.06754896228337, 11.07095689733887 50.06471753243901, 11.06571421247809 49.84474339251245, 10.72595055748025 49.84756096213292)))"
1131085,"MULTIPOLYGON (((10.72952212691577 50.06754896228337, 10.73312661110185 50.28753685184296, 11.07624788961505 50.2846914340702, 11.07095689733887 50.06471753243901, 10.72952212691577 50.06754896228337)))"
1131086,"MULTIPOLYGON (((10.73312661110185 50.28753685184296, 10.73676457488637 50.50752462891379, 11.08158801817262 50.50466509331708, 11.07624788961505 50.2846914340702, 10.73312661110185 50.28753685184296)))"
1131087,"MULTIPOLYGON (((10.73676457488637 50.50752462891379, 10.74043659565124 50.72751229155582, 11.08697813026606 50.72463850599993, 11.08158801817262 50.50466509331708, 10.73676457488637 50.50752462891379)))"
1131088,"MULTIPOLYGON (((10.74043659565124 50.72751229155582, 10.7441432636659 50.94749983778578, 11.09241909205735 50.94461166784578, 11.08697813026606 50.72463850599993, 10.74043659565124 50.72751229155582)))"
1131089,"MULTIPOLYGON (((10.7441432636659 50.94749983778578, 10.74788518245341 51.16748726557577, 11.09791178915219 51.16458457448573, 11.09241909205735 50.94461166784578, 10.7441432636659 50.94749983778578)))"
1131090,"MULTIPOLYGON (((10.74788518245341 51.16748726557577, 10.7516629691684 51.38747457285215, 11.103457127155 51.38455722145218, 11.09791178915219 51.16458457448573, 10.74788518245341 51.16748726557577)))"
1131091,"MULTIPOLYGON (((10.7516629691684 51.38747457285215, 10.75547725498864 51.60746175749414, 11.10905603224287 51.60452960417611, 11.103457127155 51.38455722145218, 10.7516629691684 51.38747457285215)))"
1131092,"MULTIPOLYGON (((10.75547725498864 51.60746175749414, 10.75932868551956 51.82744881733247, 11.1147094517591 51.82450171798394, 11.10905603224287 51.60452960417611, 10.75547725498864 51.60746175749414)))"
1131093,"MULTIPOLYGON (((10.75932868551956 51.82744881733247, 10.76321792121336 52.04743575014803, 11.12041835482756 52.04447355809478, 11.1147094517591 51.82450171798394, 10.75932868551956 51.82744881733247)))"
1131094,"MULTIPOLYGON (((10.76321792121336 52.04743575014803, 10.7671456378023 52.2674225536703, 11.12618373298858 52.26444511961704, 11.12041835482756 52.04447355809478, 10.76321792121336 52.04743575014803)))"
1131095,"MULTIPOLYGON (((10.7671456378023 52.2674225536703, 10.77111252674755 52.48740922557593, 11.1320066008569 52.48441639754532, 11.12618373298858 52.26444511961704, 10.7671456378023 52.2674225536703)))"
1131096,"MULTIPOLYGON (((10.77111252674755 52.48740922557594, 10.77511929570392 52.70739576348718, 11.13788799680332 52.70438738675701, 11.1320066008569 52.48441639754534, 10.77111252674755 52.48740922557594)))"
1131097,"MULTIPOLYGON (((10.77511929570392 52.70739576348718, 10.77916666900064 52.92738216497029, 11.14382898366017 52.92435808200883, 11.13788799680332 52.70438738675701, 10.77511929570392 52.70739576348718)))"
1131098,"MULTIPOLYGON (((10.77916666900064 52.92738216497029, 10.78325538814008 53.14736842753371, 11.1498306494523 53.14432847793314, 11.14382898366017 52.92435808200883, 10.77916666900064 52.92738216497029)))"
1131099,"MULTIPOLYGON (((10.78325538814008 53.14736842753371, 10.78738621231401 53.36735454862654, 11.15589410815434 53.36429856903437, 11.1498306494523 53.14432847793314, 10.78325538814008 53.14736842753371)))"
1131100,"MULTIPOLYGON (((10.78738621231401 53.36735454862653, 10.7915599189385 53.58734052563662, 11.16202050047516 53.58426834968498, 11.15589410815434 53.36429856903436, 10.78738621231401 53.36735454862653)))"
1131101,"MULTIPOLYGON (((10.7915599189385 53.58734052563662, 10.79577730420853 53.80732635588866, 11.16821099467129 53.80423781412149, 11.16202050047516 53.58426834968498, 10.7915599189385 53.58734052563662)))"
1131102,"MULTIPOLYGON (((10.79577730420853 53.80732635588866, 10.80003918367285 54.02731203664239, 11.17446678738982 54.02420695644043, 11.16821099467129 53.80423781412149, 10.79577730420853 53.80732635588866)))"
1131103,"MULTIPOLYGON (((10.80003918367285 54.02731203664239, 10.80434639282986 54.24729756509042, 11.18078910454275 54.24417577059386, 11.17446678738982 54.02420695644043, 10.80003918367285 54.02731203664239)))"
1131104,"MULTIPOLYGON (((10.80434639282986 54.24729756509042, 10.80869978774625 54.46728293835636, 11.18717920221325 54.46414425038504, 11.18078910454275 54.24417577059386, 10.80434639282986 54.24729756509042)))"
1131105,"MULTIPOLYGON (((10.80869978774625 54.46728293835636, 10.81310024569789 54.68726815349244, 11.19363836759653 54.68411238946366, 11.18717920221325 54.46414425038504, 10.80869978774625 54.46728293835636)))"
1132072,"MULTIPOLYGON (((11.00629129699981 47.2050365011132, 11.01101289011435 47.42501321151363, 11.33329877226549 47.42132665809119, 11.32707272164235 47.20136716113358, 11.00629129699981 47.2050365011132)))"
1132073,"MULTIPOLYGON (((11.01101289011435 47.42501321151362, 11.01577411101317 47.64498972643669, 11.33957706651112 47.6412858151508, 11.33329877226549 47.42132665809119, 11.01101289011435 47.42501321151362)))"
1132074,"MULTIPOLYGON (((11.01577411101317 47.64498972643669, 11.02057560279638 47.86496604270994, 11.34590845205098 47.86124462679693, 11.33957706651112 47.6412858151508, 11.01577411101317 47.64498972643669)))"
1132075,"MULTIPOLYGON (((11.02057560279638 47.86496604270994, 11.02541802188242 48.08494215709518, 11.35229379410675 48.08120308739984, 11.34590845205098 47.86124462679693, 11.02057560279638 47.86496604270994)))"
1132076,"MULTIPOLYGON (((11.02541802188242 48.08494215709517, 11.03030203836007 48.30491806628672, 11.35873397591417 48.30116119121258, 11.35229379410675 48.08120308739984, 11.02541802188242 48.08494215709517)))"
1132077,"MULTIPOLYGON (((11.03030203836007 48.30491806628672, 11.03522833635249 48.52489376690973, 11.36522989920255 48.52111893236787, 11.35873397591417 48.30116119121258, 11.03030203836007 48.30491806628672)))"
1132078,"MULTIPOLYGON (((11.03522833635249 48.52489376690973, 11.04019761439225 48.74486925551826, 11.37178248468879 48.74107630487486, 11.36522989920255 48.52111893236787, 11.03522833635249 48.52489376690973)))"
1132079,"MULTIPOLYGON (((11.04019761439225 48.74486925551826, 11.04521058580869 48.96484452859332, 11.37839267258782 48.96103330261581, 11.37178248468879 48.74107630487486, 11.04019761439225 48.74486925551826)))"
1132080,"MULTIPOLYGON (((11.04521058580869 48.96484452859332, 11.05026797912798 49.184819582541, 11.38506142313915 49.18098991934267, 11.37839267258782 48.96103330261581, 11.04521058580869 48.96484452859332)))"
1132081,"MULTIPOLYGON (((11.05026797912798 49.184819582541, 11.05537053848565 49.40479441369033, 11.3917897171508 49.40094614867355, 11.38506142313915 49.18098991934267, 11.05026797912798 49.184819582541)))"
1132082,"MULTIPOLYGON (((11.05537053848565 49.40479441369033, 11.06051902405316 49.62476901829126, 11.39857855656095 49.62090198408901, 11.3917897171508 49.40094614867355, 11.05537053848565 49.40479441369033)))"
1132083,"MULTIPOLYGON (((11.06051902405316 49.62476901829127, 11.06571421247809 49.84474339251245, 11.40542896501779 49.84085741892837, 11.39857855656095 49.62090198408902, 11.06051902405316 49.62476901829127)))"
1132084,"MULTIPOLYGON (((11.06571421247809 49.84474339251245, 11.07095689733887 50.06471753243901, 11.41234198847867 50.06081244638572, 11.40542896501779 49.84085741892837, 11.06571421247809 49.84474339251245)))"
1132085,"MULTIPOLYGON (((11.07095689733887 50.06471753243901, 11.07624788961505 50.2846914340702, 11.41931869582917 50.280767059506, 11.41234198847867 50.06081244638572, 11.07095689733887 50.06471753243901)))"
1132086,"MULTIPOLYGON (((11.07624788961505 50.2846914340702, 11.08158801817262 50.50466509331708, 11.42636017952288 50.50072125118073, 11.41931869582917 50.280767059506, 11.07624788961505 50.2846914340702)))"
1132087,"MULTIPOLYGON (((11.08158801817262 50.50466509331708, 11.08697813026606 50.72463850599993, 11.43346755624234 50.72067501414374, 11.42636017952288 50.50072125118073, 11.08158801817262 50.50466509331708)))"
1132088,"MULTIPOLYGON (((11.08697813026606 50.72463850599993, 11.09241909205735 50.94461166784578, 11.4406419675826 50.94062834096679, 11.43346755624234 50.72067501414374, 11.08697813026606 50.72463850599993)))"
1132089,"MULTIPOLYGON (((11.09241909205735 50.94461166784578, 11.09791178915219 51.16458457448573, 11.44788458075782 51.16058122405485, 11.4406419675826 50.94062834096679, 11.09241909205735 50.94461166784578)))"
1132090,"MULTIPOLYGON (((11.09791178915219 51.16458457448573, 11.103457127155 51.38455722145218, 11.45519658933231 51.38053365564144, 11.44788458075782 51.16058122405485, 11.09791178915219 51.16458457448573)))"
1132091,"MULTIPOLYGON (((11.103457127155 51.38455722145218, 11.10905603224287 51.60452960417611, 11.4625792139759 51.60048562778366, 11.45519658933231 51.38053365564144, 11.103457127155 51.38455722145218)))"
1132092,"MULTIPOLYGON (((11.10905603224287 51.60452960417611, 11.1147094517591 51.82450171798394, 11.4700337032463 51.82043713235711, 11.4625792139759 51.60048562778366, 11.10905603224287 51.60452960417611)))"
1132093,"MULTIPOLYGON (((11.1147094517591 51.82450171798394, 11.12041835482756 52.04447355809478, 11.47756133439815 52.04038816105067, 11.4700337032463 51.82043713235711, 11.1147094517591 51.82450171798394)))"
1132094,"MULTIPOLYGON (((11.12041835482756 52.04447355809478, 11.12618373298858 52.26444511961704, 11.48516341422025 52.26033870536097, 11.47756133439815 52.04038816105067, 11.12041835482756 52.04447355809478)))"
1132095,"MULTIPOLYGON (((11.12618373298858 52.26444511961704, 11.1320066008569 52.48441639754532, 11.49284127990247 52.48028875658676, 11.48516341422025 52.26033870536097, 11.12618373298858 52.26444511961704)))"
1132096,"MULTIPOLYGON (((11.1320066008569 52.48441639754534, 11.13788799680332 52.70438738675701, 11.50059629993322 52.70023830582317, 11.49284127990247 52.48028875658677, 11.1320066008569 52.48441639754534)))"
1132097,"MULTIPOLYGON (((11.13788799680332 52.70438738675701, 11.14382898366017 52.92435808200883, 11.50842987502867 52.92018734395554, 11.50059629993322 52.70023830582317, 11.13788799680332 52.70438738675701)))"
1132098,"MULTIPOLYGON (((11.14382898366017 52.92435808200883, 11.1498306494523 53.14432847793314, 11.51634343909556 53.14013586165315, 11.50842987502867 52.92018734395554, 11.14382898366017 52.92435808200883)))"
1132099,"MULTIPOLYGON (((11.1498306494523 53.14432847793314, 11.15589410815434 53.36429856903437, 11.52433846022818 53.3600838493629, 11.51634343909556 53.14013586165316, 11.1498306494523 53.14432847793314)))"
1132100,"MULTIPOLYGON (((11.15589410815434 53.36429856903436, 11.16202050047516 53.58426834968498, 11.53241644174178 53.58003129730233, 11.52433846022818 53.36008384936289, 11.15589410815434 53.36429856903436)))"
1132101,"MULTIPOLYGON (((11.16202050047516 53.58426834968498, 11.16821099467129 53.80423781412149, 11.54057892324375 53.79997819545284, 11.53241644174178 53.58003129730233, 11.16202050047516 53.58426834968498)))"
1132102,"MULTIPOLYGON (((11.16821099467129 53.80423781412149, 11.17446678738982 54.02420695644043, 11.54882748174346 54.01992453355241, 11.54057892324375 53.79997819545284, 11.16821099467129 53.80423781412149)))"
1132103,"MULTIPOLYGON (((11.17446678738982 54.02420695644043, 11.18078910454275 54.24417577059386, 11.55716373280363 54.2398703010881, 11.54882748174346 54.01992453355241, 11.17446678738982 54.02420695644043)))"
1132104,"MULTIPOLYGON (((11.18078910454275 54.24417577059386, 11.18717920221325 54.46414425038504, 11.56558933173411 54.45981548728828, 11.55716373280363 54.2398703010881, 11.18078910454275 54.24417577059386)))"
1132105,"MULTIPOLYGON (((11.18717920221325 54.46414425038504, 11.19363836759653 54.68411238946366, 11.57410597483042 54.67976008111447, 11.56558933173411 54.45981548728828, 11.18717920221325 54.46414425038504)))"
1133073,"MULTIPOLYGON (((11.33329877226549 47.42132665809119, 11.33957706651112 47.6412858151508, 11.66332473088427 47.63656380506644, 11.65553018525584 47.41662677237576, 11.33329877226549 47.42132665809119)))"
1133074,"MULTIPOLYGON (((11.33957706651112 47.6412858151508, 11.34590845205098 47.86124462679693, 11.67118517207988 47.85650030535078, 11.66332473088427 47.63656380506644, 11.33957706651112 47.6412858151508)))"
1133075,"MULTIPOLYGON (((11.34590845205098 47.86124462679693, 11.35229379410675 48.08120308739984, 11.67911258246445 48.07643626455306, 11.67118517207988 47.85650030535078, 11.34590845205098 47.86124462679693)))"
1133076,"MULTIPOLYGON (((11.35229379410675 48.08120308739984, 11.35873397591417 48.30116119121258, 11.68710805800526 48.29637167381698, 11.67911258246445 48.07643626455305, 11.35229379410675 48.08120308739984)))"
1133077,"MULTIPOLYGON (((11.35873397591417 48.30116119121258, 11.36522989920255 48.52111893236787, 11.6951727176094 48.51630652410082, 11.68710805800526 48.29637167381698, 11.35873397591417 48.30116119121258)))"
1133078,"MULTIPOLYGON (((11.36522989920255 48.52111893236787, 11.37178248468879 48.74107630487486, 11.70330770373643 48.73624080617252, 11.6951727176094 48.51630652410082, 11.36522989920255 48.52111893236787)))"
