"Länderarbeitskreis Energiebilanzen"
"Vollständige Energiebilanz "
"Einheit: Terajoule"
" "
Land;Jahr;Bilanzzeile;Anm;Insgesamt;"Kohle (roh)";Briketts;Koks;"Andere Steinkohlen produkte";"Kohle (roh)";Briketts;"Koks, Hartbraun kohle, andere Braunkohlen produkte";"Erdöl (roh)";Rohbenzin;"Ottokraft stoffe";"Dieselkraft stoffe";"Flugturbinen kraftstoffe";"Heizöl leicht";"Heizöl schwer";Petrolkoks;"Andere Mineralöl produkte";Flüssiggas;Raffineriegas;"Kokereigas, Stadtgas";"Gichtgas, Konvertergas";"Erdgas, Erdölgas";"Grubengas, sonstige Gase";"Klärgas, Deponiegas";Wasserkraft;Windkraft;Solarenergie;"Biomasse 1)";"Sonstige erneuerbare Energien 2)";Strom;Kernenergie;Fernwärme;"Andere Energieträger";Stand
Hessen;2010;"Umw-Ausstoß: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";LAK2);25619.616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25619.616;0;0;0;23.01.2013
Hessen;2010;"Umw-Ausstoß: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;39182.662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11695.662;0;27487;0;23.01.2013
Hessen;2010;"Umw-Ausstoß: Industriewärmekraftwerke";;4650.5736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4650.5736;0;0;0;23.01.2013
Hessen;2010;"Umw-Ausstoß: Kernkraftwerke";;55254.0852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55254.0852;0;0;0;23.01.2013
Hessen;2010;"Umw-Ausstoß: Wasserkraftwerke";;3848.526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3848.526;0;0;0;23.01.2013
Hessen;2010;"Umw-Ausstoß: Windkraft-, Fotovoltaik- und andere Anlagen";;6591.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6591.6;0;0;0;23.01.2013
Hessen;2010;"Umw-Ausstoß: Heizwerke";LAK2);9148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9148;0;23.01.2013
Hessen;2010;"Umw-Ausstoß: Hochöfen, Konverter";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.01.2013
Hessen;2010;"Umw-Ausstoß: Raffinerien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.01.2013
Hessen;2010;"Umw-Ausstoß: Sonstige Energieerzeuger";;585.4428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;585.4428;0;0;0;23.01.2013
Hessen;2010;"Umw-Ausstoß: Insgesamt";;144881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108246;0;36635;0;23.01.2013
Hessen;2010;"Umw-Verbrauch: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.01.2013
Hessen;2010;"Umw-Verbrauch: Steinkohlenbergbau, Braunkohlenbergbau";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.01.2013
Hessen;2010;"Umw-Verbrauch: Kraftwerke, Heizwerke";;7584.6124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6818.6124;0;766;0;23.01.2013
Hessen;2010;"Umw-Verbrauch: Erdöl- und Erdgasgewinnung";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.01.2013
Hessen;2010;"Umw-Verbrauch: Mineralölverarbeitung (einschl Stein- und Braunkohlenbrikettfabriken)";;58.8092;0;0;0;0;0;0;0;0;0;0;0;0;4.002;0;0;0;0.194;0;0;0;39;0;0;0;0;0;0;0;15.6132;0;0;0;23.01.2013
Hessen;2010;"Umw-Verbrauch: Sonstige Energieerzeuger";;1653.3784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1317;0;142;0;0;0;0;0;194.3784;0;0;0;23.01.2013
Hessen;2010;"Umw-Verbrauch: Insgesamt";;9297;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1356;0;142;0;0;0;0;0;7029;0;766;0;23.01.2013
Hessen;2010;"Fackel- und Leitungsverluste";;4250.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;2077.2;0;2107;0;23.01.2013
Hessen;2010;"Energieangebot nach Umwandlungsbilanz";;815714.971;951;0;3342;0;0;894;2782;0;2596;69538.171;103160;170600.8;69683;814;1236;11996;5598;0;0;0;165105;0;0;0;0;912;35322;1137;134138;0;33762;2148;23.01.2013
Hessen;2010;"Nichtenergetischer Verbrauch";;18379.549;340;0;154;0;0;0;894;0;2596;0;0;0;0;565;1192.567;11540;3.982;0;0;0;1094;0;0;0;0;0;0;0;0;0;0;0;23.01.2013
Hessen;2010;"Statistische Differenzen";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.01.2013
Hessen;2010;Endenergieverbrauch;;797334.971;611;0;3188;0;0;894;1888;0;0;69538.171;103160;170600.8;69683;249;43;456;5594;0;0;0;164011;0;0;0;0;912;35322;1137;134138;0;33762;2148;23.01.2013
Hessen;2010;"Gew Steine u Erden, sonst Bergbau, Verarbeitendes Gewerbe insgesamt";;110543;546;0;3188;0;0;0;1888;0;0;0;13;0;3196;249;43;370;166;0;0;0;38314;0;0;0;0;0;2369;0;40768;0;17285;2148;23.01.2013
Hessen;2010;Schienenverkehr;;5511.8;0;0;0;0;0;0;0;0;0;0;687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;4780.8;0;0;0;23.01.2013
Hessen;2010;Straßenverkehr;;177693;0;0;0;0;0;0;0;0;0;68754;96918;0;0;0;0;0;1610;0;0;0;386;0;0;0;0;0;10025;0;0;0;0;0;23.01.2013
Hessen;2010;Luftverkehr;;170687.886;0;0;0;0;0;0;0;0;0;87.086;0;170600.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.01.2013
Hessen;2010;"Küsten- und Binnenschifffahrt";;1007;0;0;0;0;0;0;0;0;0;0;945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;23.01.2013
Hessen;2010;"Verkehr insgesamt";;354899.6;0;0;0;0;0;0;0;0;0;68841;98550;170600.8;0;0;0;0;1610;0;0;0;386;0;0;0;0;0;10131;0;4780.8;0;0;0;23.01.2013
Hessen;2010;Haushalte;;204030.05267042;41.598473376804;0;0;0;0;704.323442136499;0;0;0;93.9433970936127;0;0;48031.0248014098;0;0;86;3043.57650979161;0;0;0;80783;0;0;0;0;608.259164535379;22505;789.726882075862;39297.6;0;8046;0;23.01.2013
Hessen;2010;"Gewerbe, Handel, Dienstleistungen u übrige Verbraucher";;127861.43532958;23.401526623196;0;0;0;0;189.676557863501;0;0;0;602.744602906387;4597;0;18455.9751985902;0;0;0;774.423490208389;0;0;0;44528;0;0;0;0;303.740835464621;317;347.273117924138;49291.2;0;8431;0;23.01.2013
Hessen;2010;"Haushalte, Gewerbe, Handel und Dienstleistungen u übrige Verbraucher";;331891.488;65;0;0;0;0;894;0;0;0;696.688;4597;0;66487;0;0;86;3818;0;0;0;125311;0;0;0;0;912;22822;1137;88588.8;0;16477;0;23.01.2013
Hessen;2011;Gewinnung;;79579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2202;1261;3180;4837;54285;1309;0;0;0;12505;16.12.2013
Hessen;2011;Bezüge;;802562;59708;0;3517;0;1146;727;3234;0;2156;69925;104846;163924;65314;25;1244;13347;5161;0;0;0;191533;0;0;0;0;0;1977;0;71495;43283;0;0;16.12.2013
Hessen;2011;Bestandsentnahmen;;339;0;0;0;0;146;0;9;0;0;0;0;0;0;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;16.12.2013
Hessen;2011;Energieaufkommen;;882480;59708;0;3517;0;1292;727;3243;0;2156;69925;104846;163924;65314;189;1244;13347;5161;0;0;0;191533;0;2202;1261;3180;4837;56262;1309;71495;43283;0;12525;16.12.2013
Hessen;2011;Lieferungen;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.12.2013
Hessen;2011;Bestandsaufstockungen;;1373;1247;0;8;0;0;0;0;0;0;0;0;0;9;0;14;10;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;16.12.2013
Hessen;2011;Primärenergieverbrauch;;881107;58461;0;3509;0;1292;727;3243;0;2156;69925;104846;163924;65305;189;1230;13337;5161;0;0;0;191533;0;2202;1261;3180;4837;56177;1309;71495;43283;0;12525;16.12.2013
Hessen;2011;"Umw-Einsatz: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.12.2013
Hessen;2011;"Umw-Einsatz: Steinkohlen- und Braunkohlenbrikettfabriken";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.12.2013
Hessen;2011;"Umw-Einsatz: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";LAK2);56347.561;43772.077;0;0;0;26.844;0;0;0;0;0;0.988;0;176.475;0;0;46.94;0;0;0;0;3898.135;0;165.405;0;0;0;5163;0;0;0;0;3097.697;16.12.2013
Hessen;2011;"Umw-Einsatz: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;52617.411;13607.579;0;0;0;1254.198;0;0;0;0;0;0;0;49.935;0;0;1.087;0;0;0;0;26202.96;0;118.025;0;0;0;7089;0;0;0;0;4294.627;16.12.2013
Hessen;2011;"Umw-Einsatz: Industriewärmekraftwerke";;9906.463;0;0;0;0;0;0;0;0;0;0;0;0;1.402;0;0;0;0;0;0;0;7951.345;0;0;0;0;0;987;0;0;0;0;966.716;16.12.2013
Hessen;2011;"Umw-Einsatz: Kernkraftwerke";;43283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43283;0;0;16.12.2013
Hessen;2011;"Umw-Einsatz: Wasserkraftwerke";;4979.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1260.92;0;0;0;0;3719;0;0;0;16.12.2013
Hessen;2011;"Umw-Einsatz: Windkraft-, Fotovoltaik- und andere Anlagen";;16058.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1719;0;3180;3504.62;7655;0;0;0;0;0;16.12.2013
Hessen;2011;"Umw-Einsatz: Heizwerke";LAK2);11013.056;516.154;0;0;0;11.257;0;0;0;0;0;0;0;275.577;0;0;0.452;0;0;0;0;5404.284;0;0;0;0;0;2523;0;0;0;0;2282.332;16.12.2013
Hessen;2011;"Umw-Einsatz: Hochöfen, Konverter";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.12.2013
Hessen;2011;"Umw-Einsatz: Raffinerien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.12.2013
Hessen;2011;"Umw-Einsatz: Sonstige Energieerzeuger";;1794;0;0;0;0;0;0;0;0;0;0;0;0;574;0;0;646;0;0;0;0;574;0;0;0;0;0;0;0;0;0;0;0;16.12.2013
Hessen;2011;"Umw-Einsatz: Insgesamt";;195999;57896;0;0;0;1292;0;0;0;0;0;1;0;1077;0;0;694;0;0;0;0;44031;0;2002;1261;3180;3505;23417;0;3719;43283;0;10641;16.12.2013
Hessen;2011;"Umw-Ausstoß: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.12.2013
Hessen;2011;"Umw-Ausstoß: Steinkohlen- und Braunkohlenbrikettfabriken";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.12.2013
Hessen;2011;"Umw-Ausstoß: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";LAK2);23860.5876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23860.5876;0;0;0;16.12.2013
Hessen;2011;"Umw-Ausstoß: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;39378.072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12123.072;0;27255;0;16.12.2013
Hessen;2011;"Umw-Ausstoß: Industriewärmekraftwerke";;4734.8712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4734.8712;0;0;0;16.12.2013
Hessen;2011;"Umw-Ausstoß: Kernkraftwerke";;14283.4104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14283.4104;0;0;0;16.12.2013
Hessen;2011;"Umw-Ausstoß: Wasserkraftwerke";;4189.0896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4189.0896;0;0;0;16.12.2013
Hessen;2011;"Umw-Ausstoß: Windkraft-, Fotovoltaik- und andere Anlagen";;9232.2288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9232.2288;0;0;0;16.12.2013
Hessen;2011;"Umw-Ausstoß: Heizwerke";LAK2);8671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8671;0;16.12.2013
Hessen;2011;"Umw-Ausstoß: Hochöfen, Konverter";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.12.2013
Hessen;2011;"Umw-Ausstoß: Raffinerien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.12.2013
Hessen;2011;"Umw-Ausstoß: Sonstige Energieerzeuger";;459.1944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;459.1944;0;0;0;16.12.2013
Hessen;2011;"Umw-Ausstoß: Insgesamt";;104808.454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68882.454;0;35926;0;16.12.2013
Hessen;2011;"Umw-Verbrauch: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.12.2013
Hessen;2011;"Umw-Verbrauch: Steinkohlenbergbau, Braunkohlenbergbau";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.12.2013
Hessen;2011;"Umw-Verbrauch: Kraftwerke, Heizwerke";;4676.5876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3846.2976;0;830.29;0;16.12.2013
Hessen;2011;"Umw-Verbrauch: Erdöl- und Erdgasgewinnung";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.12.2013
Hessen;2011;"Umw-Verbrauch: Mineralölverarbeitung (einschl Stein- und Braunkohlenbrikettfabriken)";;60.178;0;0;0;0;0;0;0;0;0;0;0;0;3.639;0;0;0;0.226;0;0;0;39.555;0;0;0;0;0;0;0;16.758;0;0;0;16.12.2013
Hessen;2011;"Umw-Verbrauch: Sonstige Energieerzeuger";;1503.5502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1170.67;0;127.655;0;0;0;0;0;205.2252;0;0;0;16.12.2013
Hessen;2011;"Umw-Verbrauch: Insgesamt";;6240;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1210;0;128;0;0;0;0;0;4068;0;830;0;16.12.2013
Hessen;2011;"Fackel- und Leitungsverluste";;3219.937;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.337;0;0;0;0;0;1299.6;0;1848;0;16.12.2013
Hessen;2011;"Energieangebot nach Umwandlungsbilanz";;780456;565;0;3509;0;0;727;3243;0;2156;69925;104845;163924;64224;189;1230;12643;5161;0;0;0;146292;0;0;0;0;1332;32760;1309;131290;0;33248;1884;16.12.2013
Hessen;2011;"Nichtenergetischer Verbrauch";;18112.902;0;0;82.541;0;0;0;1429.42;0;2156;0;0;0;0;0;1219.602;12116;3.659;0;0;0;1105.68;0;0;0;0;0;0;0;0;0;0;0;16.12.2013
Hessen;2011;"Statistische Differenzen";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.12.2013
Hessen;2011;Endenergieverbrauch;;762342;565;0;3426;0;0;727;1814;0;0;69925;104845;163924;64224;189;10;527;5157;0;0;0;145186;0;0;0;0;1332;32760;1309;131290;0;33248;1884;16.12.2013
Hessen;2011;"Gew Steine u Erden, sonst Bergbau, Verarbeitendes Gewerbe insgesamt";;112183.4426;506;0;3426;0;0;0;1813;0;0;0;0.6596;0;2776;189;10;441;147;0;0;0;36172;0;0;0;0;0;3592;5.783;42097;0;19124;1884;16.12.2013
Hessen;2011;Schienenverkehr;;5684.9952;0;0;0;0;0;0;0;0;0;0;760.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;4874.6052;0;0;0;16.12.2013
Hessen;2011;Straßenverkehr;;178572.577;0;0;0;0;0;0;0;0;0;68654;98335;0;0;0;0;0;1562.81;0;0;0;422.767;0;0;0;0;0;9598;0;0;0;0;0;16.12.2013
Hessen;2011;Luftverkehr;;164011;0;0;0;0;0;0;0;0;0;87;0;163924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.12.2013
Hessen;2011;"Küsten- und Binnenschifffahrt";;933.38;0;0;0;0;0;0;0;0;0;0;876.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;16.12.2013
Hessen;2011;"Verkehr insgesamt";;349203;0;0;0;0;0;0;0;0;0;68741;99972;163924;0;0;0;0;1563;0;0;0;423;0;0;0;0;0;9705;0;4875;0;0;0;16.12.2013
Hessen;2011;Haushalte;;192043.708707965;39.1286832131632;0;0;0;0;727;0;0;0;379.167007712891;0;0;44539.6364535109;0;0;85.6;1901.41947895979;0;0;0;74286.9966804509;0;0;0;0;888.378516624041;19098;1303;41509.3818874936;0;7286;0;16.12.2013
Hessen;2011;"Gewerbe, Handel, Dienstleistungen u übrige Verbraucher";;108911.808292035;19.4263167868368;0;0;0;0.018;0;0.964;0;0;804.832992287109;4872;0;16908.3635464891;0;0;0;1545.96052104021;0;0;0;34304.0033195491;0;0;0;0;443.621483375959;366;0;42808.6181125064;0;6838;0;16.12.2013
Hessen;2011;"Haushalte, Gewerbe, Handel und Dienstleistungen u übrige Verbraucher";;300955.517;58.555;0;0;0;0.018;727;0.964;0;0;1184;4872;0;61448;0;0;85.6;3447.38;0;0;0;108591;0;0;0;0;1332;19464;1303;84318;0;14124;0;16.12.2013
Hessen;2012;Gewinnung;;82611.987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1698.485;1148.18;3701.145;6161.684;54906.468;1826.957;0;0;0;13169.068;18.03.2015
Hessen;2012;Bezüge;;767435.4294;51458.746;0;3258.239;0;951.966;868.271;3443.414;0;2244;65479.968;107194.06;172441.2;66533.627;201.817;1394.536;1434.581;5327.473;0;0;0;201437.421;0;0;0;0;0;1710;0;82056.1104;0;0;0;18.03.2015
Hessen;2012;Bestandsentnahmen;;2958.737;2844.857;0;4.923;0;74.631;0;0;0;0;0;0.022;0;0;0;8.522;0;0;0;0;0;0;0;0;0;0;0;25.782;0;0;0;0;0;18.03.2015
Hessen;2012;Energieaufkommen;;853006.1534;54303.603;0;3263.162;0;1026.597;868.271;3443.414;0;2244;65479.968;107194.082;172441.2;66533.627;201.817;1403.058;1434.581;5327.473;0;0;0;201437.421;0;1698.485;1148.18;3701.145;6161.684;56642.25;1826.957;82056.1104;0;0;13169.068;18.03.2015
Hessen;2012;Lieferungen;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.03.2015
Hessen;2012;Bestandsaufstockungen;;234.359;0;0;0;0;0;0;8.989;0;0;0;0;0;167.654;9.059;0;12.438;18.588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.631;18.03.2015
Hessen;2012;Primärenergieverbrauch;;852771.7954;54303.603;0;3263.162;0;1026.597;868.271;3434.425;0;2244;65479.968;107194.082;172441.2;66365.973;192.758;1403.058;1422.143;5308.885;0;0;0;201437.421;0;1698.485;1148.18;3701.145;6161.684;56642.251;1826.957;82056.1104;0;0;13151.437;18.03.2015
Hessen;2012;"Umw-Einsatz: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.03.2015
Hessen;2012;"Umw-Einsatz: Steinkohlen- und Braunkohlenbrikettfabriken";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.03.2015
Hessen;2012;"Umw-Einsatz: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";LAK2);46438.273;36661.463;0;0;0;16.199;0;0;0;0;0;3.89;0;59.502;0;0;118.555;0;0;0;0;4862.314;0;161.613;0;0;0;3287.587;0;0;0;0;1267.15;18.03.2015
Hessen;2012;"Umw-Einsatz: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;64378.798;16460.077;0;0;0;1005.691;0;119.247;0;0;0;0;0;130.214;0;0;2.286;0;0;0;0;32294.426;0;181.101;0;0;0;8334.881;0;0;0;0;5850.875;18.03.2015
Hessen;2012;"Umw-Einsatz: Industriewärmekraftwerke";;10554.057;0;0;0;0;0;0;0;0;0;0;0;0;2.831;0;0;0;0;0;0;0;8095.809;0;0;0;0;0;1571.532;0;0;0;0;883.885;18.03.2015
Hessen;2012;"Umw-Einsatz: Kernkraftwerke";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.03.2015
Hessen;2012;"Umw-Einsatz: Wasserkraftwerke";;5247.4892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1148.18;0;0;0;0;4099.3092;0;0;0;18.03.2015
Hessen;2012;"Umw-Einsatz: Windkraft-, Fotovoltaik- und andere Anlagen";;18225.269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1150.844;0;3701.145;4541.684;8831.596;0;0;0;0;0;18.03.2015
Hessen;2012;"Umw-Einsatz: Heizwerke";LAK2);14950.5;528.284;0;0;0;4.707;56.009;88.141;0;0;0;0;0;431.64;0;5.908;1.039;0;0;0;0;7070.499;0;0.028;0;0;0;3504.242;0;0;0;0;3260.003;18.03.2015
Hessen;2012;"Umw-Einsatz: Hochöfen, Konverter";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.03.2015
Hessen;2012;"Umw-Einsatz: Raffinerien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.03.2015
Hessen;2012;"Umw-Einsatz: Sonstige Energieerzeuger";;3229.869;0;0;0;0;0;0;0;0;0;0;0;0;1272.24;0;0;685.389;0;0;0;0;1272.24;0;0;0;0;0;0;0;0;0;0;0;18.03.2015
Hessen;2012;"Umw-Einsatz: Insgesamt";;163024.2552;53649.824;0;0;0;1026.597;56.009;207.388;0;0;0;3.89;0;1896.427;0;5.908;807.269;0;0;0;0;53595.288;0;1493.586;1148.18;3701.145;4541.684;25529.838;0;4099.3092;0;0;11261.913;18.03.2015
Hessen;2012;"Umw-Ausstoß: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.03.2015
Hessen;2012;"Umw-Ausstoß: Steinkohlen- und Braunkohlenbrikettfabriken";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.03.2015
Hessen;2012;"Umw-Ausstoß: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";LAK2);19669.7736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19669.7736;0;0;0;18.03.2015
Hessen;2012;"Umw-Ausstoß: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;46376.1324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17045.1324;0;29331;0;18.03.2015
Hessen;2012;"Umw-Ausstoß: Industriewärmekraftwerke";;5278.0752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5278.0752;0;0;0;18.03.2015
Hessen;2012;"Umw-Ausstoß: Kernkraftwerke";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.03.2015
Hessen;2012;"Umw-Ausstoß: Wasserkraftwerke";;4335.192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4335.192;0;0;0;18.03.2015
Hessen;2012;"Umw-Ausstoß: Windkraft-, Fotovoltaik- und andere Anlagen";;11215.0296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11215.0296;0;0;0;18.03.2015
Hessen;2012;"Umw-Ausstoß: Heizwerke";LAK2);9140.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9140.58;0;18.03.2015
Hessen;2012;"Umw-Ausstoß: Hochöfen, Konverter";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.03.2015
