"Länderarbeitskreis Energiebilanzen"
"Vollständige Energiebilanz "
"Einheit: Terajoule"
" "
Land;Jahr;Bilanzzeile;Anm;Insgesamt;"Kohle (roh)";Briketts;Koks;"Andere Steinkohlen produkte";"Kohle (roh)";Briketts;"Koks, Hartbraun kohle, andere Braunkohlen produkte";"Erdöl (roh)";Rohbenzin;"Ottokraft stoffe";"Dieselkraft stoffe";"Flugturbinen kraftstoffe";"Heizöl leicht";"Heizöl schwer";Petrolkoks;"Andere Mineralöl produkte";Flüssiggas;Raffineriegas;"Kokereigas, Stadtgas";"Gichtgas, Konvertergas";"Erdgas, Erdölgas";"Grubengas, sonstige Gase";"Klärgas, Deponiegas";Wasserkraft;Windkraft;Solarenergie;"Biomasse 1)";"Sonstige erneuerbare Energien 2)";Strom;Kernenergie;Fernwärme;"Andere Energieträger";Stand
Baden-Württemberg;1992;Bestandsaufstockungen;;5599;5198;0;401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;Primärenergieverbrauch;;1528019;176084;1036;4181;0;0;2862;2308;742240;7533;-42543;4313;-2647;48171;-30561;-4338;-10235;-6469;0;0;0;201968;0;2238;15268;0;0;11713;0;9263;390061;0;5573;
Baden-Württemberg;1992;"Umw-Einsatz: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Umw-Einsatz: Steinkohlen- und Braunkohlenbrikettfabriken";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Umw-Einsatz: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";LAK2);153155;132866;0;0;0;0;0;0;0;0;0;0;0;1409;10800;0;0;0;0;0;0;5808;0;0;0;0;0;1363;0;0;0;0;909;
Baden-Württemberg;1992;"Umw-Einsatz: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Umw-Einsatz: Industriewärmekraftwerke";;39577;13901;0;0;0;0;0;0;0;0;0;0;0;683;7487;0;0;0;3455;0;0;9521;0;195;0;0;0;1031;0;0;0;0;3304;
Baden-Württemberg;1992;"Umw-Einsatz: Kernkraftwerke";;390061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;390061;0;0;
Baden-Württemberg;1992;"Umw-Einsatz: Wasserkraftwerke";;19685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15268;0;0;0;0;4417;0;0;0;
Baden-Württemberg;1992;"Umw-Einsatz: Windkraft-, Fotovoltaik- und andere Anlagen";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Umw-Einsatz: Heizwerke";LAK2);33162;12565;0;0;0;0;0;0;0;0;0;0;0;2263;2536;0;0;138;0;0;0;12218;0;43;0;0;0;2039;0;0;0;0;1360;
Baden-Württemberg;1992;"Umw-Einsatz: Hochöfen, Konverter";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Umw-Einsatz: Raffinerien";;764490;0;0;0;0;0;0;0;742240;22250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Umw-Einsatz: Sonstige Energieerzeuger";;1424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1324;92;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Umw-Einsatz: Insgesamt";;1401554;159332;0;0;0;0;0;0;742240;22250;0;0;0;4355;20823;0;1324;230;3455;0;0;27547;0;246;15268;0;0;4433;0;4417;390061;0;5573;
Baden-Württemberg;1992;"Umw-Ausstoß: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Umw-Ausstoß: Steinkohlen- und Braunkohlenbrikettfabriken";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Umw-Ausstoß: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";LAK2);60840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60840;0;0;0;
Baden-Württemberg;1992;"Umw-Ausstoß: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Umw-Ausstoß: Industriewärmekraftwerke";;17921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17921;0;0;0;
Baden-Württemberg;1992;"Umw-Ausstoß: Kernkraftwerke";;128718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128718;0;0;0;
Baden-Württemberg;1992;"Umw-Ausstoß: Wasserkraftwerke";;18464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18464;0;0;0;
Baden-Württemberg;1992;"Umw-Ausstoß: Windkraft-, Fotovoltaik- und andere Anlagen";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Umw-Ausstoß: Heizwerke";LAK2);28422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28422;0;
Baden-Württemberg;1992;"Umw-Ausstoß: Hochöfen, Konverter";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Umw-Ausstoß: Raffinerien";;752130;0;0;0;0;0;0;0;0;14761;228035;122350;10505;198279;76829;15416;31695;21934;32326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Umw-Ausstoß: Sonstige Energieerzeuger";;6798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6703;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Umw-Ausstoß: Insgesamt";;1013293;0;0;0;0;0;0;0;0;14761;228035;122350;10505;198279;76829;15416;38398;21934;32326;0;0;95;0;0;0;0;0;0;0;225943;0;28422;0;
Baden-Württemberg;1992;"Umw-Verbrauch: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Umw-Verbrauch: Steinkohlenbergbau, Braunkohlenbergbau";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Umw-Verbrauch: Kraftwerke, Heizwerke";;13972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13972;0;0;0;
Baden-Württemberg;1992;"Umw-Verbrauch: Erdöl- und Erdgasgewinnung";;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Umw-Verbrauch: Mineralölverarbeitung (einschl Stein- und Braunkohlenbrikettfabriken)";;40036;0;0;0;0;0;0;0;0;44;0;256;0;769;3600;4894;234;1560;26598;0;0;0;0;0;0;0;0;0;0;2081;0;0;0;
Baden-Württemberg;1992;"Umw-Verbrauch: Sonstige Energieerzeuger";;2783;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;984;0;1717;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Umw-Verbrauch: Insgesamt";;56854;0;0;0;0;0;0;0;0;44;0;256;0;769;3682;4894;234;1560;26598;0;0;1047;0;1717;0;0;0;0;0;16053;0;0;0;
Baden-Württemberg;1992;"Fackel- und Leitungsverluste";;13064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;275;0;0;0;0;0;9915;0;2842;0;
Baden-Württemberg;1992;"Energieangebot nach Umwandlungsbilanz";;1069840;16752;1036;4181;0;0;2862;2308;0;0;185492;126407;7858;241326;21763;6184;26605;13675;2273;0;0;173437;0;0;0;0;0;7280;0;204821;0;25580;0;
Baden-Württemberg;1992;"Nichtenergetischer Verbrauch";;27547;0;0;630;0;0;0;0;0;0;0;0;0;0;0;440;26477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Statistische Differenzen";;-1597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;910;0;0;-2507;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;Endenergieverbrauch;;1040696;16752;1036;3551;0;0;2862;2308;0;0;185492;126407;7858;241326;21763;5744;128;13675;3183;0;0;170930;0;0;0;0;0;7280;0;204821;0;25580;0;
Baden-Württemberg;1992;"Gew Steine u Erden, sonst Bergbau, Verarbeitendes Gewerbe insgesamt";;241085;16366;0;3179;0;0;39;2308;0;0;0;0;0;30491;20168;5744;85;8627;3183;0;0;61663;0;0;0;0;0;342;0;83544;0;5346;0;
Baden-Württemberg;1992;Schienenverkehr;;8599;0;0;0;0;0;0;0;0;0;0;2349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6250;0;0;0;
Baden-Württemberg;1992;Straßenverkehr;;295684;0;0;0;0;0;0;0;0;0;183751;111887;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;Luftverkehr;;8293;0;0;0;0;0;0;0;0;0;435;0;7858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Küsten- und Binnenschifffahrt";;1623;0;0;0;0;0;0;0;0;0;0;1623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Verkehr insgesamt";;314199;0;0;0;0;0;0;0;0;0;184186;115859;7858;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;6250;0;0;0;
Baden-Württemberg;1992;Haushalte;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Gewerbe, Handel, Dienstleistungen u übrige Verbraucher";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1992;"Haushalte, Gewerbe, Handel und Dienstleistungen u übrige Verbraucher";;485412;386;1036;372;0;0;2823;0;0;0;1306;10548;0;210835;1595;0;43;5002;0;0;0;109267;0;0;0;0;0;6938;0;115027;0;20234;0;
Baden-Württemberg;1993;Gewinnung;;38512;0;0;0;0;0;0;0;1284;0;0;0;0;0;0;0;0;0;0;0;0;1079;0;3164;15197;0;0;11965;0;0;0;0;5823;
Baden-Württemberg;1993;Bezüge;;1831278;169966;879;3754;0;0;2609;2683;826759;1012;0;2793;0;56363;0;0;0;0;0;0;0;259347;0;0;0;0;0;0;0;120694;384419;0;0;
Baden-Württemberg;1993;Bestandsentnahmen;;3780;3780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;Energieaufkommen;;1873570;173746;879;3754;0;0;2609;2683;828043;1012;0;2793;0;56363;0;0;0;0;0;0;0;260426;0;3164;15197;0;0;11965;0;120694;384419;0;5823;
Baden-Württemberg;1993;Lieferungen;;322011;0;0;0;0;0;0;0;0;0;73544;0;5461;0;58851;6453;13339;8738;0;0;0;48651;0;0;0;0;0;0;0;106974;0;0;0;
Baden-Württemberg;1993;Bestandsaufstockungen;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;Primärenergieverbrauch;;1551559;173746;879;3754;0;0;2609;2683;828043;1012;-73544;2793;-5461;56363;-58851;-6453;-13339;-8738;0;0;0;211775;0;3164;15197;0;0;11965;0;13720;384419;0;5823;
Baden-Württemberg;1993;"Umw-Einsatz: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Umw-Einsatz: Steinkohlen- und Braunkohlenbrikettfabriken";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Umw-Einsatz: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";LAK2);144245;131663;0;0;0;0;0;0;0;0;0;0;0;1496;4508;0;0;0;0;0;0;4697;0;0;0;0;0;1129;0;0;0;0;752;
Baden-Württemberg;1993;"Umw-Einsatz: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Umw-Einsatz: Industriewärmekraftwerke";;38090;13035;0;0;0;0;0;0;0;0;0;0;0;1026;4671;0;0;0;4019;0;0;9870;0;1156;0;0;0;892;0;0;0;0;3421;
Baden-Württemberg;1993;"Umw-Einsatz: Kernkraftwerke";;384419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;384419;0;0;
Baden-Württemberg;1993;"Umw-Einsatz: Wasserkraftwerke";;19978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15197;0;0;0;0;4781;0;0;0;
Baden-Württemberg;1993;"Umw-Einsatz: Windkraft-, Fotovoltaik- und andere Anlagen";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Umw-Einsatz: Heizwerke";LAK2);35888;14494;0;0;0;0;0;0;0;0;0;0;0;2094;2437;0;0;92;0;0;0;12599;0;46;0;0;0;2476;0;0;0;0;1650;
Baden-Württemberg;1993;"Umw-Einsatz: Hochöfen, Konverter";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Umw-Einsatz: Raffinerien";;842607;0;0;0;0;0;0;0;828043;14564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Umw-Einsatz: Sonstige Energieerzeuger";;1413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1275;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Umw-Einsatz: Insgesamt";;1466640;159192;0;0;0;0;0;0;828043;14564;0;0;0;4616;11616;0;1275;230;4019;0;0;27166;0;1202;15197;0;0;4497;0;4781;384419;0;5823;
Baden-Württemberg;1993;"Umw-Ausstoß: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Umw-Ausstoß: Steinkohlen- und Braunkohlenbrikettfabriken";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Umw-Ausstoß: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";LAK2);56840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56840;0;0;0;
Baden-Württemberg;1993;"Umw-Ausstoß: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Umw-Ausstoß: Industriewärmekraftwerke";;17082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17082;0;0;0;
Baden-Württemberg;1993;"Umw-Ausstoß: Kernkraftwerke";;126857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126857;0;0;0;
Baden-Württemberg;1993;"Umw-Ausstoß: Wasserkraftwerke";;18630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18630;0;0;0;
Baden-Württemberg;1993;"Umw-Ausstoß: Windkraft-, Fotovoltaik- und andere Anlagen";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Umw-Ausstoß: Heizwerke";LAK2);29120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29120;0;
Baden-Württemberg;1993;"Umw-Ausstoß: Hochöfen, Konverter";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Umw-Ausstoß: Raffinerien";;822483;0;0;0;0;0;0;0;0;13596;260082;134164;13674;200418;89432;19883;33032;22258;35944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Umw-Ausstoß: Sonstige Energieerzeuger";;7618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7491;0;0;0;0;127;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Umw-Ausstoß: Insgesamt";;1078630;0;0;0;0;0;0;0;0;13596;260082;134164;13674;200418;89432;19883;40523;22258;35944;0;0;127;0;0;0;0;0;0;0;219409;0;29120;0;
Baden-Württemberg;1993;"Umw-Verbrauch: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Umw-Verbrauch: Steinkohlenbergbau, Braunkohlenbergbau";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Umw-Verbrauch: Kraftwerke, Heizwerke";;13662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13662;0;0;0;
Baden-Württemberg;1993;"Umw-Verbrauch: Erdöl- und Erdgasgewinnung";;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Umw-Verbrauch: Mineralölverarbeitung (einschl Stein- und Braunkohlenbrikettfabriken)";;44150;0;0;0;0;0;0;0;0;44;0;0;0;556;2396;7103;239;2069;29522;0;0;0;0;0;0;0;0;0;0;2221;0;0;0;
Baden-Württemberg;1993;"Umw-Verbrauch: Sonstige Energieerzeuger";;2826;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;1047;0;1738;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Umw-Verbrauch: Insgesamt";;60701;0;0;0;0;0;0;0;0;44;0;0;0;556;2437;7103;239;2069;29522;0;0;1110;0;1738;0;0;0;0;0;15883;0;0;0;
Baden-Württemberg;1993;"Fackel- und Leitungsverluste";;12453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;224;0;0;0;0;0;9285;0;2912;0;
Baden-Württemberg;1993;"Energieangebot nach Umwandlungsbilanz";;1090395;14554;879;3754;0;0;2609;2683;0;0;186538;136957;8213;251609;16528;6327;25670;11221;2403;0;0;183594;0;0;0;0;0;7468;0;203180;0;26208;0;
Baden-Württemberg;1993;"Nichtenergetischer Verbrauch";;26381;0;0;344;0;0;0;0;0;0;0;0;0;0;0;496;25541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Statistische Differenzen";;-4561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;739;0;0;-5300;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;Endenergieverbrauch;;1059453;14554;879;3410;0;0;2609;2683;0;0;186538;136957;8213;251609;16528;5831;129;11221;3142;0;0;178294;0;0;0;0;0;7468;0;203180;0;26208;0;
Baden-Württemberg;1993;"Gew Steine u Erden, sonst Bergbau, Verarbeitendes Gewerbe insgesamt";;229403;14137;0;3038;0;0;19;2683;0;0;0;0;0;28714;15716;5831;86;7358;3142;0;0;63854;0;0;0;0;0;353;0;79073;0;5399;0;
Baden-Württemberg;1993;Schienenverkehr;;8466;0;0;0;0;0;0;0;0;0;0;2191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6275;0;0;0;
Baden-Württemberg;1993;Straßenverkehr;;306416;0;0;0;0;0;0;0;0;0;184492;121878;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;Luftverkehr;;8953;0;0;0;0;0;0;0;0;0;740;0;8213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Küsten- und Binnenschifffahrt";;1675;0;0;0;0;0;0;0;0;0;0;1675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Verkehr insgesamt";;325510;0;0;0;0;0;0;0;0;0;185232;125744;8213;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;6275;0;0;0;
Baden-Württemberg;1993;Haushalte;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Gewerbe, Handel, Dienstleistungen u übrige Verbraucher";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1993;"Haushalte, Gewerbe, Handel und Dienstleistungen u übrige Verbraucher";;504540;417;879;372;0;0;2590;0;0;0;1306;11213;0;222895;812;0;43;3817;0;0;0;114440;0;0;0;0;0;7115;0;117832;0;20809;0;
Baden-Württemberg;1994;Gewinnung;;39458;0;0;0;0;0;0;0;1109;0;0;0;0;0;0;0;0;0;0;0;0;1016;0;2995;16401;0;0;12702;0;0;0;0;5235;
Baden-Württemberg;1994;Bezüge;;1776187;144967;659;3094;0;0;2278;2834;781098;2332;0;3652;0;53546;0;0;0;0;0;0;0;245161;0;0;0;0;0;0;0;119120;417446;0;0;
Baden-Württemberg;1994;Bestandsentnahmen;;14085;13958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1994;Energieaufkommen;;1829730;158925;659;3094;0;0;2278;2834;782207;2332;0;3652;0;53546;0;0;0;0;0;0;0;246304;0;2995;16401;0;0;12702;0;119120;417446;0;5235;
Baden-Württemberg;1994;Lieferungen;;315265;0;0;0;0;0;0;0;0;0;77768;0;2193;0;60262;5304;8092;7272;0;0;0;45002;0;0;0;0;0;0;0;109372;0;0;0;
Baden-Württemberg;1994;Bestandsaufstockungen;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1994;Primärenergieverbrauch;;1514465;158925;659;3094;0;0;2278;2834;782207;2332;-77768;3652;-2193;53546;-60262;-5304;-8092;-7272;0;0;0;201302;0;2995;16401;0;0;12702;0;9748;417446;0;5235;
Baden-Württemberg;1994;"Umw-Einsatz: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1994;"Umw-Einsatz: Steinkohlen- und Braunkohlenbrikettfabriken";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1994;"Umw-Einsatz: Wärmekraftwerke der allgemeinen Versorgung (ohne KWK)";LAK2);125193;116663;0;0;0;0;0;0;0;0;0;0;0;1026;2232;0;0;0;0;0;0;3047;0;31;0;0;0;1316;0;0;0;0;878;
Baden-Württemberg;1994;"Umw-Einsatz: Heizkraftwerke der allgemeinen Versorgung (nur KWK)";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1994;"Umw-Einsatz: Industriewärmekraftwerke";;36949;13482;0;0;0;0;0;0;0;0;0;0;0;1496;3612;0;0;0;3116;0;0;10060;0;1058;0;0;0;1075;0;0;0;0;3050;
Baden-Württemberg;1994;"Umw-Einsatz: Kernkraftwerke";;417446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417446;0;0;
Baden-Württemberg;1994;"Umw-Einsatz: Wasserkraftwerke";;21981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16401;0;0;0;0;5580;0;0;0;
Baden-Württemberg;1994;"Umw-Einsatz: Windkraft-, Fotovoltaik- und andere Anlagen";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1994;"Umw-Einsatz: Heizwerke";LAK2);31777;14226;0;0;0;0;0;0;0;0;0;0;0;1154;406;0;0;92;0;0;0;12631;0;0;0;0;0;1961;0;0;0;0;1307;
Baden-Württemberg;1994;"Umw-Einsatz: Hochöfen, Konverter";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1994;"Umw-Einsatz: Raffinerien";;796023;0;0;0;0;0;0;0;782207;13816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1994;"Umw-Einsatz: Sonstige Energieerzeuger";;1399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1353;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Baden-Württemberg;1994;"Umw-Einsatz: Insgesamt";;1430768;144371;0;0;0;0;0;0;782207;13816;0;0;0;3676;6250;0;1353;138;3116;0;0;25738;0;1089;16401;0;0;4352;0;5580;417446;0;5235;
Baden-Württemberg;1994;"Umw-Ausstoß: Kokereien";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
